"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2024-05-01,"2024",5,1,18,"FXD JET 100","VENTES DIRECTES",103
"2",2024-05-02,"2024",5,2,18,"FXD JET 100","VENTES DIRECTES",104
"3",2024-05-03,"2024",5,3,18,"FXD JET 100","VENTES DIRECTES",106
"4",2024-05-04,"2024",5,4,18,"FXD JET 100","VENTES DIRECTES",106
"5",2024-05-05,"2024",5,5,18,"FXD JET 100","VENTES DIRECTES",106
"6",2024-05-06,"2024",5,6,19,"FXD JET 100","VENTES DIRECTES",106
"7",2024-05-07,"2024",5,7,19,"FXD JET 100","VENTES DIRECTES",107
"8",2024-05-08,"2024",5,8,19,"FXD JET 100","VENTES DIRECTES",106
"9",2024-05-09,"2024",5,9,19,"FXD JET 100","VENTES DIRECTES",107
"10",2024-05-10,"2024",5,10,19,"FXD JET 100","VENTES DIRECTES",108
"11",2024-05-11,"2024",5,11,19,"FXD JET 100","VENTES DIRECTES",105
"12",2024-05-12,"2024",5,12,19,"FXD JET 100","VENTES DIRECTES",105
"13",2024-05-13,"2024",5,13,20,"FXD JET 100","VENTES DIRECTES",106
"14",2024-05-14,"2024",5,14,20,"FXD JET 100","VENTES DIRECTES",105
"15",2024-05-15,"2024",5,15,20,"FXD JET 100","VENTES DIRECTES",105
"16",2024-05-16,"2024",5,16,20,"FXD JET 100","VENTES DIRECTES",107
"17",2024-05-17,"2024",5,17,20,"FXD JET 100","VENTES DIRECTES",104
"18",2024-05-18,"2024",5,18,20,"FXD JET 100","VENTES DIRECTES",103
"19",2024-05-19,"2024",5,19,20,"FXD JET 100","VENTES DIRECTES",104
"20",2024-05-20,"2024",5,20,21,"FXD JET 100","VENTES DIRECTES",105
"21",2024-05-21,"2024",5,21,21,"FXD JET 100","VENTES DIRECTES",104
"22",2024-05-22,"2024",5,22,21,"FXD JET 100","VENTES DIRECTES",104
"23",2024-05-23,"2024",5,23,21,"FXD JET 100","VENTES DIRECTES",104
"24",2024-05-24,"2024",5,24,21,"FXD JET 100","VENTES DIRECTES",105
"25",2024-05-25,"2024",5,25,21,"FXD JET 100","VENTES DIRECTES",106
"26",2024-05-26,"2024",5,26,21,"FXD JET 100","VENTES DIRECTES",107
"27",2024-05-27,"2024",5,27,22,"FXD JET 100","VENTES DIRECTES",109
"28",2024-05-28,"2024",5,28,22,"FXD JET 100","VENTES DIRECTES",109
"29",2024-05-29,"2024",5,29,22,"FXD JET 100","VENTES DIRECTES",107
"30",2024-05-30,"2024",5,30,22,"FXD JET 100","VENTES DIRECTES",106
"31",2024-05-31,"2024",5,31,22,"FXD JET 100","VENTES DIRECTES",106
