"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2021-12-01,"2021",12,1,48,"FXD JET 100","VENTES DIRECTES",84
"2",2021-12-02,"2021",12,2,48,"FXD JET 100","VENTES DIRECTES",85
"3",2021-12-03,"2021",12,3,49,"FXD JET 100","VENTES DIRECTES",84
"4",2021-12-04,"2021",12,4,49,"FXD JET 100","VENTES DIRECTES",84
"5",2021-12-05,"2021",12,5,49,"FXD JET 100","VENTES DIRECTES",82
"6",2021-12-06,"2021",12,6,49,"FXD JET 100","VENTES DIRECTES",82
"7",2021-12-07,"2021",12,7,49,"FXD JET 100","VENTES DIRECTES",81
"8",2021-12-08,"2021",12,8,49,"FXD JET 100","VENTES DIRECTES",81
"9",2021-12-09,"2021",12,9,49,"FXD JET 100","VENTES DIRECTES",80
"10",2021-12-10,"2021",12,10,50,"FXD JET 100","VENTES DIRECTES",79
"11",2021-12-11,"2021",12,11,50,"FXD JET 100","VENTES DIRECTES",80
"12",2021-12-12,"2021",12,12,50,"FXD JET 100","VENTES DIRECTES",81
"13",2021-12-13,"2021",12,13,50,"FXD JET 100","VENTES DIRECTES",80
"14",2021-12-14,"2021",12,14,50,"FXD JET 100","VENTES DIRECTES",78
"15",2021-12-15,"2021",12,15,50,"FXD JET 100","VENTES DIRECTES",79
"16",2021-12-16,"2021",12,16,50,"FXD JET 100","VENTES DIRECTES",78
"17",2021-12-17,"2021",12,17,51,"FXD JET 100","VENTES DIRECTES",78
"18",2021-12-18,"2021",12,18,51,"FXD JET 100","VENTES DIRECTES",77
"19",2021-12-19,"2021",12,19,51,"FXD JET 100","VENTES DIRECTES",76
"20",2021-12-20,"2021",12,20,51,"FXD JET 100","VENTES DIRECTES",76
"21",2021-12-21,"2021",12,21,51,"FXD JET 100","VENTES DIRECTES",75
"22",2021-12-22,"2021",12,22,51,"FXD JET 100","VENTES DIRECTES",75
"23",2021-12-23,"2021",12,23,51,"FXD JET 100","VENTES DIRECTES",75
"24",2021-12-24,"2021",12,24,52,"FXD JET 100","VENTES DIRECTES",75
"25",2021-12-25,"2021",12,25,52,"FXD JET 100","VENTES DIRECTES",73
"26",2021-12-26,"2021",12,26,52,"FXD JET 100","VENTES DIRECTES",72
"27",2021-12-27,"2021",12,27,52,"FXD JET 100","VENTES DIRECTES",73
"28",2021-12-28,"2021",12,28,52,"FXD JET 100","VENTES DIRECTES",71
"29",2021-12-29,"2021",12,29,52,"FXD JET 100","VENTES DIRECTES",71
"30",2021-12-30,"2021",12,30,52,"FXD JET 100","VENTES DIRECTES",71
"31",2021-12-31,"2021",12,31,53,"FXD JET 100","VENTES DIRECTES",70
