"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2024-04-01,"2024",4,1,14,"FXD JET 100","VENTES DIRECTES",106
"2",2024-04-02,"2024",4,2,14,"FXD JET 100","VENTES DIRECTES",105
"3",2024-04-03,"2024",4,3,14,"FXD JET 100","VENTES DIRECTES",105
"4",2024-04-04,"2024",4,4,14,"FXD JET 100","VENTES DIRECTES",105
"5",2024-04-05,"2024",4,5,14,"FXD JET 100","VENTES DIRECTES",104
"6",2024-04-06,"2024",4,6,14,"FXD JET 100","VENTES DIRECTES",104
"7",2024-04-07,"2024",4,7,14,"FXD JET 100","VENTES DIRECTES",105
"8",2024-04-08,"2024",4,8,15,"FXD JET 100","VENTES DIRECTES",107
"9",2024-04-09,"2024",4,9,15,"FXD JET 100","VENTES DIRECTES",107
"10",2024-04-10,"2024",4,10,15,"FXD JET 100","VENTES DIRECTES",108
"11",2024-04-11,"2024",4,11,15,"FXD JET 100","VENTES DIRECTES",108
"12",2024-04-12,"2024",4,12,15,"FXD JET 100","VENTES DIRECTES",106
"13",2024-04-13,"2024",4,13,15,"FXD JET 100","VENTES DIRECTES",105
"14",2024-04-14,"2024",4,14,15,"FXD JET 100","VENTES DIRECTES",105
"15",2024-04-15,"2024",4,15,16,"FXD JET 100","VENTES DIRECTES",105
"16",2024-04-16,"2024",4,16,16,"FXD JET 100","VENTES DIRECTES",105
"17",2024-04-17,"2024",4,17,16,"FXD JET 100","VENTES DIRECTES",105
"18",2024-04-18,"2024",4,18,16,"FXD JET 100","VENTES DIRECTES",106
"19",2024-04-19,"2024",4,19,16,"FXD JET 100","VENTES DIRECTES",107
"20",2024-04-20,"2024",4,20,16,"FXD JET 100","VENTES DIRECTES",107
"21",2024-04-21,"2024",4,21,16,"FXD JET 100","VENTES DIRECTES",107
"22",2024-04-22,"2024",4,22,17,"FXD JET 100","VENTES DIRECTES",106
"23",2024-04-23,"2024",4,23,17,"FXD JET 100","VENTES DIRECTES",105
"24",2024-04-24,"2024",4,24,17,"FXD JET 100","VENTES DIRECTES",106
"25",2024-04-25,"2024",4,25,17,"FXD JET 100","VENTES DIRECTES",106
"26",2024-04-26,"2024",4,26,17,"FXD JET 100","VENTES DIRECTES",105
"27",2024-04-27,"2024",4,27,17,"FXD JET 100","VENTES DIRECTES",103
"28",2024-04-28,"2024",4,28,17,"FXD JET 100","VENTES DIRECTES",102
"29",2024-04-29,"2024",4,29,18,"FXD JET 100","VENTES DIRECTES",101
"30",2024-04-30,"2024",4,30,18,"FXD JET 100","VENTES DIRECTES",102
