"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2020-11-01,"2020",11,1,44,"FXD JET 100","VENTES DIRECTES",85
"2",2020-11-02,"2020",11,2,44,"FXD JET 100","VENTES DIRECTES",85
"3",2020-11-03,"2020",11,3,44,"FXD JET 100","VENTES DIRECTES",84
"4",2020-11-04,"2020",11,4,45,"FXD JET 100","VENTES DIRECTES",84
"5",2020-11-05,"2020",11,5,45,"FXD JET 100","VENTES DIRECTES",83
"6",2020-11-06,"2020",11,6,45,"FXD JET 100","VENTES DIRECTES",83
"7",2020-11-07,"2020",11,7,45,"FXD JET 100","VENTES DIRECTES",82
"8",2020-11-08,"2020",11,8,45,"FXD JET 100","VENTES DIRECTES",83
"9",2020-11-09,"2020",11,9,45,"FXD JET 100","VENTES DIRECTES",82
"10",2020-11-10,"2020",11,10,45,"FXD JET 100","VENTES DIRECTES",83
"11",2020-11-11,"2020",11,11,46,"FXD JET 100","VENTES DIRECTES",83
"12",2020-11-12,"2020",11,12,46,"FXD JET 100","VENTES DIRECTES",83
"13",2020-11-13,"2020",11,13,46,"FXD JET 100","VENTES DIRECTES",83
"14",2020-11-14,"2020",11,14,46,"FXD JET 100","VENTES DIRECTES",84
"15",2020-11-15,"2020",11,15,46,"FXD JET 100","VENTES DIRECTES",83
"16",2020-11-16,"2020",11,16,46,"FXD JET 100","VENTES DIRECTES",83
"17",2020-11-17,"2020",11,17,46,"FXD JET 100","VENTES DIRECTES",83
"18",2020-11-18,"2020",11,18,47,"FXD JET 100","VENTES DIRECTES",81
"19",2020-11-19,"2020",11,19,47,"FXD JET 100","VENTES DIRECTES",82
"20",2020-11-20,"2020",11,20,47,"FXD JET 100","VENTES DIRECTES",84
"21",2020-11-21,"2020",11,21,47,"FXD JET 100","VENTES DIRECTES",84
"22",2020-11-22,"2020",11,22,47,"FXD JET 100","VENTES DIRECTES",86
"23",2020-11-23,"2020",11,23,47,"FXD JET 100","VENTES DIRECTES",86
"24",2020-11-24,"2020",11,24,47,"FXD JET 100","VENTES DIRECTES",85
"25",2020-11-25,"2020",11,25,48,"FXD JET 100","VENTES DIRECTES",86
"26",2020-11-26,"2020",11,26,48,"FXD JET 100","VENTES DIRECTES",86
"27",2020-11-27,"2020",11,27,48,"FXD JET 100","VENTES DIRECTES",87
"28",2020-11-28,"2020",11,28,48,"FXD JET 100","VENTES DIRECTES",86
"29",2020-11-29,"2020",11,29,48,"FXD JET 100","VENTES DIRECTES",85
"30",2020-11-30,"2020",11,30,48,"FXD JET 100","VENTES DIRECTES",85
