"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2022-09-01,"2022",9,1,35,"FXD JET 100","VENTES DIRECTES",73
"2",2022-09-02,"2022",9,2,35,"FXD JET 100","VENTES DIRECTES",73
"3",2022-09-03,"2022",9,3,36,"FXD JET 100","VENTES DIRECTES",74
"4",2022-09-04,"2022",9,4,36,"FXD JET 100","VENTES DIRECTES",74
"5",2022-09-05,"2022",9,5,36,"FXD JET 100","VENTES DIRECTES",76
"6",2022-09-06,"2022",9,6,36,"FXD JET 100","VENTES DIRECTES",74
"7",2022-09-07,"2022",9,7,36,"FXD JET 100","VENTES DIRECTES",75
"8",2022-09-08,"2022",9,8,36,"FXD JET 100","VENTES DIRECTES",76
"9",2022-09-09,"2022",9,9,36,"FXD JET 100","VENTES DIRECTES",73
"10",2022-09-10,"2022",9,10,37,"FXD JET 100","VENTES DIRECTES",74
"11",2022-09-11,"2022",9,11,37,"FXD JET 100","VENTES DIRECTES",75
"12",2022-09-12,"2022",9,12,37,"FXD JET 100","VENTES DIRECTES",75
"13",2022-09-13,"2022",9,13,37,"FXD JET 100","VENTES DIRECTES",75
"14",2022-09-14,"2022",9,14,37,"FXD JET 100","VENTES DIRECTES",74
"15",2022-09-15,"2022",9,15,37,"FXD JET 100","VENTES DIRECTES",72
"16",2022-09-16,"2022",9,16,37,"FXD JET 100","VENTES DIRECTES",72
"17",2022-09-17,"2022",9,17,38,"FXD JET 100","VENTES DIRECTES",71
"18",2022-09-18,"2022",9,18,38,"FXD JET 100","VENTES DIRECTES",71
"19",2022-09-19,"2022",9,19,38,"FXD JET 100","VENTES DIRECTES",71
"20",2022-09-20,"2022",9,20,38,"FXD JET 100","VENTES DIRECTES",71
"21",2022-09-21,"2022",9,21,38,"FXD JET 100","VENTES DIRECTES",70
"22",2022-09-22,"2022",9,22,38,"FXD JET 100","VENTES DIRECTES",71
"23",2022-09-23,"2022",9,23,38,"FXD JET 100","VENTES DIRECTES",72
"24",2022-09-24,"2022",9,24,39,"FXD JET 100","VENTES DIRECTES",73
"25",2022-09-25,"2022",9,25,39,"FXD JET 100","VENTES DIRECTES",71
"26",2022-09-26,"2022",9,26,39,"FXD JET 100","VENTES DIRECTES",71
"27",2022-09-27,"2022",9,27,39,"FXD JET 100","VENTES DIRECTES",72
"28",2022-09-28,"2022",9,28,39,"FXD JET 100","VENTES DIRECTES",72
"29",2022-09-29,"2022",9,29,39,"FXD JET 100","VENTES DIRECTES",72
"30",2022-09-30,"2022",9,30,39,"FXD JET 100","VENTES DIRECTES",72
