"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2024-10-01,"2024",10,1,40,"FXD JET 100","VENTES DIRECTES",110
"2",2024-10-02,"2024",10,2,40,"FXD JET 100","VENTES DIRECTES",110
"3",2024-10-03,"2024",10,3,40,"FXD JET 100","VENTES DIRECTES",109
"4",2024-10-04,"2024",10,4,40,"FXD JET 100","VENTES DIRECTES",109
"5",2024-10-05,"2024",10,5,40,"FXD JET 100","VENTES DIRECTES",107
"6",2024-10-06,"2024",10,6,40,"FXD JET 100","VENTES DIRECTES",107
"7",2024-10-07,"2024",10,7,41,"FXD JET 100","VENTES DIRECTES",106
"8",2024-10-08,"2024",10,8,41,"FXD JET 100","VENTES DIRECTES",105
"9",2024-10-09,"2024",10,9,41,"FXD JET 100","VENTES DIRECTES",104
"10",2024-10-10,"2024",10,10,41,"FXD JET 100","VENTES DIRECTES",103
"11",2024-10-11,"2024",10,11,41,"FXD JET 100","VENTES DIRECTES",103
"12",2024-10-12,"2024",10,12,41,"FXD JET 100","VENTES DIRECTES",103
"13",2024-10-13,"2024",10,13,41,"FXD JET 100","VENTES DIRECTES",102
"14",2024-10-14,"2024",10,14,42,"FXD JET 100","VENTES DIRECTES",102
"15",2024-10-15,"2024",10,15,42,"FXD JET 100","VENTES DIRECTES",100
"16",2024-10-16,"2024",10,16,42,"FXD JET 100","VENTES DIRECTES",100
"17",2024-10-17,"2024",10,17,42,"FXD JET 100","VENTES DIRECTES",98
"18",2024-10-18,"2024",10,18,42,"FXD JET 100","VENTES DIRECTES",97
"19",2024-10-19,"2024",10,19,42,"FXD JET 100","VENTES DIRECTES",98
"20",2024-10-20,"2024",10,20,42,"FXD JET 100","VENTES DIRECTES",97
"21",2024-10-21,"2024",10,21,43,"FXD JET 100","VENTES DIRECTES",97
"22",2024-10-22,"2024",10,22,43,"FXD JET 100","VENTES DIRECTES",96
"23",2024-10-23,"2024",10,23,43,"FXD JET 100","VENTES DIRECTES",94
"24",2024-10-24,"2024",10,24,43,"FXD JET 100","VENTES DIRECTES",93
"25",2024-10-25,"2024",10,25,43,"FXD JET 100","VENTES DIRECTES",93
"26",2024-10-26,"2024",10,26,43,"FXD JET 100","VENTES DIRECTES",95
"27",2024-10-27,"2024",10,27,43,"FXD JET 100","VENTES DIRECTES",95
"28",2024-10-28,"2024",10,28,44,"FXD JET 100","VENTES DIRECTES",96
"29",2024-10-29,"2024",10,29,44,"FXD JET 100","VENTES DIRECTES",97
"30",2024-10-30,"2024",10,30,44,"FXD JET 100","VENTES DIRECTES",97
"31",2024-10-31,"2024",10,31,44,"FXD JET 100","VENTES DIRECTES",97
