"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2023-09-01,"2023",9,1,35,"FXD JET 100","VENTES DIRECTES",111
"2",2023-09-02,"2023",9,2,35,"FXD JET 100","VENTES DIRECTES",110
"3",2023-09-03,"2023",9,3,36,"FXD JET 100","VENTES DIRECTES",111
"4",2023-09-04,"2023",9,4,36,"FXD JET 100","VENTES DIRECTES",109
"5",2023-09-05,"2023",9,5,36,"FXD JET 100","VENTES DIRECTES",109
"6",2023-09-06,"2023",9,6,36,"FXD JET 100","VENTES DIRECTES",109
"7",2023-09-07,"2023",9,7,36,"FXD JET 100","VENTES DIRECTES",110
"8",2023-09-08,"2023",9,8,36,"FXD JET 100","VENTES DIRECTES",111
"9",2023-09-09,"2023",9,9,36,"FXD JET 100","VENTES DIRECTES",111
"10",2023-09-10,"2023",9,10,37,"FXD JET 100","VENTES DIRECTES",112
"11",2023-09-11,"2023",9,11,37,"FXD JET 100","VENTES DIRECTES",112
"12",2023-09-12,"2023",9,12,37,"FXD JET 100","VENTES DIRECTES",110
"13",2023-09-13,"2023",9,13,37,"FXD JET 100","VENTES DIRECTES",110
"14",2023-09-14,"2023",9,14,37,"FXD JET 100","VENTES DIRECTES",109
"15",2023-09-15,"2023",9,15,37,"FXD JET 100","VENTES DIRECTES",109
"16",2023-09-16,"2023",9,16,37,"FXD JET 100","VENTES DIRECTES",110
"17",2023-09-17,"2023",9,17,38,"FXD JET 100","VENTES DIRECTES",108
"18",2023-09-18,"2023",9,18,38,"FXD JET 100","VENTES DIRECTES",108
"19",2023-09-19,"2023",9,19,38,"FXD JET 100","VENTES DIRECTES",107
"20",2023-09-20,"2023",9,20,38,"FXD JET 100","VENTES DIRECTES",108
"21",2023-09-21,"2023",9,21,38,"FXD JET 100","VENTES DIRECTES",107
"22",2023-09-22,"2023",9,22,38,"FXD JET 100","VENTES DIRECTES",108
"23",2023-09-23,"2023",9,23,38,"FXD JET 100","VENTES DIRECTES",107
"24",2023-09-24,"2023",9,24,39,"FXD JET 100","VENTES DIRECTES",106
"25",2023-09-25,"2023",9,25,39,"FXD JET 100","VENTES DIRECTES",106
"26",2023-09-26,"2023",9,26,39,"FXD JET 100","VENTES DIRECTES",108
"27",2023-09-27,"2023",9,27,39,"FXD JET 100","VENTES DIRECTES",107
"28",2023-09-28,"2023",9,28,39,"FXD JET 100","VENTES DIRECTES",107
"29",2023-09-29,"2023",9,29,39,"FXD JET 100","VENTES DIRECTES",107
"30",2023-09-30,"2023",9,30,39,"FXD JET 100","VENTES DIRECTES",107
