"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2020-06-01,"2020",6,1,22,"FXD JET 100","VENTES DIRECTES",94
"2",2020-06-02,"2020",6,2,22,"FXD JET 100","VENTES DIRECTES",93
"3",2020-06-03,"2020",6,3,23,"FXD JET 100","VENTES DIRECTES",94
"4",2020-06-04,"2020",6,4,23,"FXD JET 100","VENTES DIRECTES",96
"5",2020-06-05,"2020",6,5,23,"FXD JET 100","VENTES DIRECTES",95
"6",2020-06-06,"2020",6,6,23,"FXD JET 100","VENTES DIRECTES",96
"7",2020-06-07,"2020",6,7,23,"FXD JET 100","VENTES DIRECTES",96
"8",2020-06-08,"2020",6,8,23,"FXD JET 100","VENTES DIRECTES",96
"9",2020-06-09,"2020",6,9,23,"FXD JET 100","VENTES DIRECTES",96
"10",2020-06-10,"2020",6,10,24,"FXD JET 100","VENTES DIRECTES",95
"11",2020-06-11,"2020",6,11,24,"FXD JET 100","VENTES DIRECTES",97
"12",2020-06-12,"2020",6,12,24,"FXD JET 100","VENTES DIRECTES",97
"13",2020-06-13,"2020",6,13,24,"FXD JET 100","VENTES DIRECTES",95
"14",2020-06-14,"2020",6,14,24,"FXD JET 100","VENTES DIRECTES",95
"15",2020-06-15,"2020",6,15,24,"FXD JET 100","VENTES DIRECTES",94
"16",2020-06-16,"2020",6,16,24,"FXD JET 100","VENTES DIRECTES",96
"17",2020-06-17,"2020",6,17,25,"FXD JET 100","VENTES DIRECTES",96
"18",2020-06-18,"2020",6,18,25,"FXD JET 100","VENTES DIRECTES",96
"19",2020-06-19,"2020",6,19,25,"FXD JET 100","VENTES DIRECTES",97
"20",2020-06-20,"2020",6,20,25,"FXD JET 100","VENTES DIRECTES",99
"21",2020-06-21,"2020",6,21,25,"FXD JET 100","VENTES DIRECTES",100
"22",2020-06-22,"2020",6,22,25,"FXD JET 100","VENTES DIRECTES",100
"23",2020-06-23,"2020",6,23,25,"FXD JET 100","VENTES DIRECTES",101
"24",2020-06-24,"2020",6,24,26,"FXD JET 100","VENTES DIRECTES",102
"25",2020-06-25,"2020",6,25,26,"FXD JET 100","VENTES DIRECTES",103
"26",2020-06-26,"2020",6,26,26,"FXD JET 100","VENTES DIRECTES",103
"27",2020-06-27,"2020",6,27,26,"FXD JET 100","VENTES DIRECTES",103
"28",2020-06-28,"2020",6,28,26,"FXD JET 100","VENTES DIRECTES",103
"29",2020-06-29,"2020",6,29,26,"FXD JET 100","VENTES DIRECTES",104
"30",2020-06-30,"2020",6,30,26,"FXD JET 100","VENTES DIRECTES",104
