"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2021-08-01,"2021",8,1,31,"FXD JET 100","VENTES DIRECTES",73
"2",2021-08-02,"2021",8,2,31,"FXD JET 100","VENTES DIRECTES",74
"3",2021-08-03,"2021",8,3,31,"FXD JET 100","VENTES DIRECTES",73
"4",2021-08-04,"2021",8,4,31,"FXD JET 100","VENTES DIRECTES",73
"5",2021-08-05,"2021",8,5,31,"FXD JET 100","VENTES DIRECTES",75
"6",2021-08-06,"2021",8,6,32,"FXD JET 100","VENTES DIRECTES",74
"7",2021-08-07,"2021",8,7,32,"FXD JET 100","VENTES DIRECTES",73
"8",2021-08-08,"2021",8,8,32,"FXD JET 100","VENTES DIRECTES",73
"9",2021-08-09,"2021",8,9,32,"FXD JET 100","VENTES DIRECTES",72
"10",2021-08-10,"2021",8,10,32,"FXD JET 100","VENTES DIRECTES",72
"11",2021-08-11,"2021",8,11,32,"FXD JET 100","VENTES DIRECTES",72
"12",2021-08-12,"2021",8,12,32,"FXD JET 100","VENTES DIRECTES",71
"13",2021-08-13,"2021",8,13,33,"FXD JET 100","VENTES DIRECTES",69
"14",2021-08-14,"2021",8,14,33,"FXD JET 100","VENTES DIRECTES",70
"15",2021-08-15,"2021",8,15,33,"FXD JET 100","VENTES DIRECTES",70
"16",2021-08-16,"2021",8,16,33,"FXD JET 100","VENTES DIRECTES",70
"17",2021-08-17,"2021",8,17,33,"FXD JET 100","VENTES DIRECTES",70
"18",2021-08-18,"2021",8,18,33,"FXD JET 100","VENTES DIRECTES",70
"19",2021-08-19,"2021",8,19,33,"FXD JET 100","VENTES DIRECTES",69
"20",2021-08-20,"2021",8,20,34,"FXD JET 100","VENTES DIRECTES",70
"21",2021-08-21,"2021",8,21,34,"FXD JET 100","VENTES DIRECTES",71
"22",2021-08-22,"2021",8,22,34,"FXD JET 100","VENTES DIRECTES",69
"23",2021-08-23,"2021",8,23,34,"FXD JET 100","VENTES DIRECTES",72
"24",2021-08-24,"2021",8,24,34,"FXD JET 100","VENTES DIRECTES",71
"25",2021-08-25,"2021",8,25,34,"FXD JET 100","VENTES DIRECTES",69
"26",2021-08-26,"2021",8,26,34,"FXD JET 100","VENTES DIRECTES",69
"27",2021-08-27,"2021",8,27,35,"FXD JET 100","VENTES DIRECTES",71
"28",2021-08-28,"2021",8,28,35,"FXD JET 100","VENTES DIRECTES",71
"29",2021-08-29,"2021",8,29,35,"FXD JET 100","VENTES DIRECTES",71
"30",2021-08-30,"2021",8,30,35,"FXD JET 100","VENTES DIRECTES",69
"31",2021-08-31,"2021",8,31,35,"FXD JET 100","VENTES DIRECTES",70
