"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2022-08-01,"2022",8,1,31,"FXD JET 100","VENTES DIRECTES",72
"2",2022-08-02,"2022",8,2,31,"FXD JET 100","VENTES DIRECTES",72
"3",2022-08-03,"2022",8,3,31,"FXD JET 100","VENTES DIRECTES",72
"4",2022-08-04,"2022",8,4,31,"FXD JET 100","VENTES DIRECTES",73
"5",2022-08-05,"2022",8,5,31,"FXD JET 100","VENTES DIRECTES",75
"6",2022-08-06,"2022",8,6,32,"FXD JET 100","VENTES DIRECTES",75
"7",2022-08-07,"2022",8,7,32,"FXD JET 100","VENTES DIRECTES",75
"8",2022-08-08,"2022",8,8,32,"FXD JET 100","VENTES DIRECTES",75
"9",2022-08-09,"2022",8,9,32,"FXD JET 100","VENTES DIRECTES",75
"10",2022-08-10,"2022",8,10,32,"FXD JET 100","VENTES DIRECTES",74
"11",2022-08-11,"2022",8,11,32,"FXD JET 100","VENTES DIRECTES",73
"12",2022-08-12,"2022",8,12,32,"FXD JET 100","VENTES DIRECTES",74
"13",2022-08-13,"2022",8,13,33,"FXD JET 100","VENTES DIRECTES",75
"14",2022-08-14,"2022",8,14,33,"FXD JET 100","VENTES DIRECTES",76
"15",2022-08-15,"2022",8,15,33,"FXD JET 100","VENTES DIRECTES",77
"16",2022-08-16,"2022",8,16,33,"FXD JET 100","VENTES DIRECTES",77
"17",2022-08-17,"2022",8,17,33,"FXD JET 100","VENTES DIRECTES",76
"18",2022-08-18,"2022",8,18,33,"FXD JET 100","VENTES DIRECTES",76
"19",2022-08-19,"2022",8,19,33,"FXD JET 100","VENTES DIRECTES",75
"20",2022-08-20,"2022",8,20,34,"FXD JET 100","VENTES DIRECTES",75
"21",2022-08-21,"2022",8,21,34,"FXD JET 100","VENTES DIRECTES",74
"22",2022-08-22,"2022",8,22,34,"FXD JET 100","VENTES DIRECTES",74
"23",2022-08-23,"2022",8,23,34,"FXD JET 100","VENTES DIRECTES",73
"24",2022-08-24,"2022",8,24,34,"FXD JET 100","VENTES DIRECTES",74
"25",2022-08-25,"2022",8,25,34,"FXD JET 100","VENTES DIRECTES",73
"26",2022-08-26,"2022",8,26,34,"FXD JET 100","VENTES DIRECTES",74
"27",2022-08-27,"2022",8,27,35,"FXD JET 100","VENTES DIRECTES",76
"28",2022-08-28,"2022",8,28,35,"FXD JET 100","VENTES DIRECTES",74
"29",2022-08-29,"2022",8,29,35,"FXD JET 100","VENTES DIRECTES",74
"30",2022-08-30,"2022",8,30,35,"FXD JET 100","VENTES DIRECTES",74
"31",2022-08-31,"2022",8,31,35,"FXD JET 100","VENTES DIRECTES",73
