"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2022-07-01,"2022",7,1,26,"FXD JET 100","VENTES DIRECTES",71
"2",2022-07-02,"2022",7,2,27,"FXD JET 100","VENTES DIRECTES",73
"3",2022-07-03,"2022",7,3,27,"FXD JET 100","VENTES DIRECTES",73
"4",2022-07-04,"2022",7,4,27,"FXD JET 100","VENTES DIRECTES",73
"5",2022-07-05,"2022",7,5,27,"FXD JET 100","VENTES DIRECTES",74
"6",2022-07-06,"2022",7,6,27,"FXD JET 100","VENTES DIRECTES",74
"7",2022-07-07,"2022",7,7,27,"FXD JET 100","VENTES DIRECTES",74
"8",2022-07-08,"2022",7,8,27,"FXD JET 100","VENTES DIRECTES",74
"9",2022-07-09,"2022",7,9,28,"FXD JET 100","VENTES DIRECTES",74
"10",2022-07-10,"2022",7,10,28,"FXD JET 100","VENTES DIRECTES",74
"11",2022-07-11,"2022",7,11,28,"FXD JET 100","VENTES DIRECTES",74
"12",2022-07-12,"2022",7,12,28,"FXD JET 100","VENTES DIRECTES",75
"13",2022-07-13,"2022",7,13,28,"FXD JET 100","VENTES DIRECTES",75
"14",2022-07-14,"2022",7,14,28,"FXD JET 100","VENTES DIRECTES",75
"15",2022-07-15,"2022",7,15,28,"FXD JET 100","VENTES DIRECTES",74
"16",2022-07-16,"2022",7,16,29,"FXD JET 100","VENTES DIRECTES",74
"17",2022-07-17,"2022",7,17,29,"FXD JET 100","VENTES DIRECTES",73
"18",2022-07-18,"2022",7,18,29,"FXD JET 100","VENTES DIRECTES",74
"19",2022-07-19,"2022",7,19,29,"FXD JET 100","VENTES DIRECTES",73
"20",2022-07-20,"2022",7,20,29,"FXD JET 100","VENTES DIRECTES",72
"21",2022-07-21,"2022",7,21,29,"FXD JET 100","VENTES DIRECTES",73
"22",2022-07-22,"2022",7,22,29,"FXD JET 100","VENTES DIRECTES",72
"23",2022-07-23,"2022",7,23,30,"FXD JET 100","VENTES DIRECTES",72
"24",2022-07-24,"2022",7,24,30,"FXD JET 100","VENTES DIRECTES",72
"25",2022-07-25,"2022",7,25,30,"FXD JET 100","VENTES DIRECTES",72
"26",2022-07-26,"2022",7,26,30,"FXD JET 100","VENTES DIRECTES",72
"27",2022-07-27,"2022",7,27,30,"FXD JET 100","VENTES DIRECTES",72
"28",2022-07-28,"2022",7,28,30,"FXD JET 100","VENTES DIRECTES",71
"29",2022-07-29,"2022",7,29,30,"FXD JET 100","VENTES DIRECTES",71
"30",2022-07-30,"2022",7,30,31,"FXD JET 100","VENTES DIRECTES",71
"31",2022-07-31,"2022",7,31,31,"FXD JET 100","VENTES DIRECTES",72
