"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2020-09-01,"2020",9,1,35,"FXD JET 100","VENTES DIRECTES",95
"2",2020-09-02,"2020",9,2,36,"FXD JET 100","VENTES DIRECTES",95
"3",2020-09-03,"2020",9,3,36,"FXD JET 100","VENTES DIRECTES",95
"4",2020-09-04,"2020",9,4,36,"FXD JET 100","VENTES DIRECTES",94
"5",2020-09-05,"2020",9,5,36,"FXD JET 100","VENTES DIRECTES",96
"6",2020-09-06,"2020",9,6,36,"FXD JET 100","VENTES DIRECTES",96
"7",2020-09-07,"2020",9,7,36,"FXD JET 100","VENTES DIRECTES",96
"8",2020-09-08,"2020",9,8,36,"FXD JET 100","VENTES DIRECTES",95
"9",2020-09-09,"2020",9,9,37,"FXD JET 100","VENTES DIRECTES",93
"10",2020-09-10,"2020",9,10,37,"FXD JET 100","VENTES DIRECTES",93
"11",2020-09-11,"2020",9,11,37,"FXD JET 100","VENTES DIRECTES",92
"12",2020-09-12,"2020",9,12,37,"FXD JET 100","VENTES DIRECTES",92
"13",2020-09-13,"2020",9,13,37,"FXD JET 100","VENTES DIRECTES",92
"14",2020-09-14,"2020",9,14,37,"FXD JET 100","VENTES DIRECTES",91
"15",2020-09-15,"2020",9,15,37,"FXD JET 100","VENTES DIRECTES",90
"16",2020-09-16,"2020",9,16,38,"FXD JET 100","VENTES DIRECTES",90
"17",2020-09-17,"2020",9,17,38,"FXD JET 100","VENTES DIRECTES",90
"18",2020-09-18,"2020",9,18,38,"FXD JET 100","VENTES DIRECTES",90
"19",2020-09-19,"2020",9,19,38,"FXD JET 100","VENTES DIRECTES",91
"20",2020-09-20,"2020",9,20,38,"FXD JET 100","VENTES DIRECTES",89
"21",2020-09-21,"2020",9,21,38,"FXD JET 100","VENTES DIRECTES",89
"22",2020-09-22,"2020",9,22,38,"FXD JET 100","VENTES DIRECTES",88
"23",2020-09-23,"2020",9,23,39,"FXD JET 100","VENTES DIRECTES",88
"24",2020-09-24,"2020",9,24,39,"FXD JET 100","VENTES DIRECTES",88
"25",2020-09-25,"2020",9,25,39,"FXD JET 100","VENTES DIRECTES",88
"26",2020-09-26,"2020",9,26,39,"FXD JET 100","VENTES DIRECTES",89
"27",2020-09-27,"2020",9,27,39,"FXD JET 100","VENTES DIRECTES",88
"28",2020-09-28,"2020",9,28,39,"FXD JET 100","VENTES DIRECTES",86
"29",2020-09-29,"2020",9,29,39,"FXD JET 100","VENTES DIRECTES",86
"30",2020-09-30,"2020",9,30,40,"FXD JET 100","VENTES DIRECTES",83
