"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2021-09-01,"2021",9,1,35,"FXD JET 100","VENTES DIRECTES",101
"2",2021-09-02,"2021",9,2,35,"FXD JET 100","VENTES DIRECTES",101
"3",2021-09-03,"2021",9,3,36,"FXD JET 100","VENTES DIRECTES",101
"4",2021-09-04,"2021",9,4,36,"FXD JET 100","VENTES DIRECTES",100
"5",2021-09-05,"2021",9,5,36,"FXD JET 100","VENTES DIRECTES",100
"6",2021-09-06,"2021",9,6,36,"FXD JET 100","VENTES DIRECTES",99
"7",2021-09-07,"2021",9,7,36,"FXD JET 100","VENTES DIRECTES",99
"8",2021-09-08,"2021",9,8,36,"FXD JET 100","VENTES DIRECTES",98
"9",2021-09-09,"2021",9,9,36,"FXD JET 100","VENTES DIRECTES",97
"10",2021-09-10,"2021",9,10,37,"FXD JET 100","VENTES DIRECTES",98
"11",2021-09-11,"2021",9,11,37,"FXD JET 100","VENTES DIRECTES",99
"12",2021-09-12,"2021",9,12,37,"FXD JET 100","VENTES DIRECTES",100
"13",2021-09-13,"2021",9,13,37,"FXD JET 100","VENTES DIRECTES",99
"14",2021-09-14,"2021",9,14,37,"FXD JET 100","VENTES DIRECTES",96
"15",2021-09-15,"2021",9,15,37,"FXD JET 100","VENTES DIRECTES",96
"16",2021-09-16,"2021",9,16,37,"FXD JET 100","VENTES DIRECTES",95
"17",2021-09-17,"2021",9,17,38,"FXD JET 100","VENTES DIRECTES",96
"18",2021-09-18,"2021",9,18,38,"FXD JET 100","VENTES DIRECTES",97
"19",2021-09-19,"2021",9,19,38,"FXD JET 100","VENTES DIRECTES",98
"20",2021-09-20,"2021",9,20,38,"FXD JET 100","VENTES DIRECTES",99
"21",2021-09-21,"2021",9,21,38,"FXD JET 100","VENTES DIRECTES",98
"22",2021-09-22,"2021",9,22,38,"FXD JET 100","VENTES DIRECTES",99
"23",2021-09-23,"2021",9,23,38,"FXD JET 100","VENTES DIRECTES",100
"24",2021-09-24,"2021",9,24,39,"FXD JET 100","VENTES DIRECTES",98
"25",2021-09-25,"2021",9,25,39,"FXD JET 100","VENTES DIRECTES",100
"26",2021-09-26,"2021",9,26,39,"FXD JET 100","VENTES DIRECTES",100
"27",2021-09-27,"2021",9,27,39,"FXD JET 100","VENTES DIRECTES",100
"28",2021-09-28,"2021",9,28,39,"FXD JET 100","VENTES DIRECTES",102
"29",2021-09-29,"2021",9,29,39,"FXD JET 100","VENTES DIRECTES",103
"30",2021-09-30,"2021",9,30,39,"FXD JET 100","VENTES DIRECTES",101
