"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2020-10-01,"2020",10,1,40,"FXD JET 100","VENTES DIRECTES",82
"2",2020-10-02,"2020",10,2,40,"FXD JET 100","VENTES DIRECTES",80
"3",2020-10-03,"2020",10,3,40,"FXD JET 100","VENTES DIRECTES",80
"4",2020-10-04,"2020",10,4,40,"FXD JET 100","VENTES DIRECTES",81
"5",2020-10-05,"2020",10,5,40,"FXD JET 100","VENTES DIRECTES",81
"6",2020-10-06,"2020",10,6,40,"FXD JET 100","VENTES DIRECTES",80
"7",2020-10-07,"2020",10,7,41,"FXD JET 100","VENTES DIRECTES",81
"8",2020-10-08,"2020",10,8,41,"FXD JET 100","VENTES DIRECTES",81
"9",2020-10-09,"2020",10,9,41,"FXD JET 100","VENTES DIRECTES",80
"10",2020-10-10,"2020",10,10,41,"FXD JET 100","VENTES DIRECTES",81
"11",2020-10-11,"2020",10,11,41,"FXD JET 100","VENTES DIRECTES",81
"12",2020-10-12,"2020",10,12,41,"FXD JET 100","VENTES DIRECTES",80
"13",2020-10-13,"2020",10,13,41,"FXD JET 100","VENTES DIRECTES",81
"14",2020-10-14,"2020",10,14,42,"FXD JET 100","VENTES DIRECTES",80
"15",2020-10-15,"2020",10,15,42,"FXD JET 100","VENTES DIRECTES",80
"16",2020-10-16,"2020",10,16,42,"FXD JET 100","VENTES DIRECTES",81
"17",2020-10-17,"2020",10,17,42,"FXD JET 100","VENTES DIRECTES",81
"18",2020-10-18,"2020",10,18,42,"FXD JET 100","VENTES DIRECTES",80
"19",2020-10-19,"2020",10,19,42,"FXD JET 100","VENTES DIRECTES",79
"20",2020-10-20,"2020",10,20,42,"FXD JET 100","VENTES DIRECTES",80
"21",2020-10-21,"2020",10,21,43,"FXD JET 100","VENTES DIRECTES",81
"22",2020-10-22,"2020",10,22,43,"FXD JET 100","VENTES DIRECTES",80
"23",2020-10-23,"2020",10,23,43,"FXD JET 100","VENTES DIRECTES",81
"24",2020-10-24,"2020",10,24,43,"FXD JET 100","VENTES DIRECTES",82
"25",2020-10-25,"2020",10,25,43,"FXD JET 100","VENTES DIRECTES",82
"26",2020-10-26,"2020",10,26,43,"FXD JET 100","VENTES DIRECTES",83
"27",2020-10-27,"2020",10,27,43,"FXD JET 100","VENTES DIRECTES",84
"28",2020-10-28,"2020",10,28,44,"FXD JET 100","VENTES DIRECTES",84
"29",2020-10-29,"2020",10,29,44,"FXD JET 100","VENTES DIRECTES",85
"30",2020-10-30,"2020",10,30,44,"FXD JET 100","VENTES DIRECTES",85
"31",2020-10-31,"2020",10,31,44,"FXD JET 100","VENTES DIRECTES",85
