"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2023-08-01,"2023",8,1,31,"FXD JET 100","VENTES DIRECTES",100
"2",2023-08-02,"2023",8,2,31,"FXD JET 100","VENTES DIRECTES",99
"3",2023-08-03,"2023",8,3,31,"FXD JET 100","VENTES DIRECTES",98
"4",2023-08-04,"2023",8,4,31,"FXD JET 100","VENTES DIRECTES",98
"5",2023-08-05,"2023",8,5,31,"FXD JET 100","VENTES DIRECTES",97
"6",2023-08-06,"2023",8,6,32,"FXD JET 100","VENTES DIRECTES",96
"7",2023-08-07,"2023",8,7,32,"FXD JET 100","VENTES DIRECTES",95
"8",2023-08-08,"2023",8,8,32,"FXD JET 100","VENTES DIRECTES",96
"9",2023-08-09,"2023",8,9,32,"FXD JET 100","VENTES DIRECTES",95
"10",2023-08-10,"2023",8,10,32,"FXD JET 100","VENTES DIRECTES",94
"11",2023-08-11,"2023",8,11,32,"FXD JET 100","VENTES DIRECTES",96
"12",2023-08-12,"2023",8,12,32,"FXD JET 100","VENTES DIRECTES",97
"13",2023-08-13,"2023",8,13,33,"FXD JET 100","VENTES DIRECTES",100
"14",2023-08-14,"2023",8,14,33,"FXD JET 100","VENTES DIRECTES",99
"15",2023-08-15,"2023",8,15,33,"FXD JET 100","VENTES DIRECTES",100
"16",2023-08-16,"2023",8,16,33,"FXD JET 100","VENTES DIRECTES",100
"17",2023-08-17,"2023",8,17,33,"FXD JET 100","VENTES DIRECTES",102
"18",2023-08-18,"2023",8,18,33,"FXD JET 100","VENTES DIRECTES",104
"19",2023-08-19,"2023",8,19,33,"FXD JET 100","VENTES DIRECTES",106
"20",2023-08-20,"2023",8,20,34,"FXD JET 100","VENTES DIRECTES",106
"21",2023-08-21,"2023",8,21,34,"FXD JET 100","VENTES DIRECTES",109
"22",2023-08-22,"2023",8,22,34,"FXD JET 100","VENTES DIRECTES",109
"23",2023-08-23,"2023",8,23,34,"FXD JET 100","VENTES DIRECTES",108
"24",2023-08-24,"2023",8,24,34,"FXD JET 100","VENTES DIRECTES",109
"25",2023-08-25,"2023",8,25,34,"FXD JET 100","VENTES DIRECTES",111
"26",2023-08-26,"2023",8,26,34,"FXD JET 100","VENTES DIRECTES",112
"27",2023-08-27,"2023",8,27,35,"FXD JET 100","VENTES DIRECTES",113
"28",2023-08-28,"2023",8,28,35,"FXD JET 100","VENTES DIRECTES",113
"29",2023-08-29,"2023",8,29,35,"FXD JET 100","VENTES DIRECTES",113
"30",2023-08-30,"2023",8,30,35,"FXD JET 100","VENTES DIRECTES",112
"31",2023-08-31,"2023",8,31,35,"FXD JET 100","VENTES DIRECTES",112
