"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2023-05-01,"2023",5,1,18,"FXD JET 100","VENTES DIRECTES",68
"2",2023-05-02,"2023",5,2,18,"FXD JET 100","VENTES DIRECTES",68
"3",2023-05-03,"2023",5,3,18,"FXD JET 100","VENTES DIRECTES",99
"4",2023-05-04,"2023",5,4,18,"FXD JET 100","VENTES DIRECTES",100
"5",2023-05-05,"2023",5,5,18,"FXD JET 100","VENTES DIRECTES",99
"6",2023-05-06,"2023",5,6,18,"FXD JET 100","VENTES DIRECTES",99
"7",2023-05-07,"2023",5,7,19,"FXD JET 100","VENTES DIRECTES",100
"8",2023-05-08,"2023",5,8,19,"FXD JET 100","VENTES DIRECTES",100
"9",2023-05-09,"2023",5,9,19,"FXD JET 100","VENTES DIRECTES",100
"10",2023-05-10,"2023",5,10,19,"FXD JET 100","VENTES DIRECTES",99
"11",2023-05-11,"2023",5,11,19,"FXD JET 100","VENTES DIRECTES",100
"12",2023-05-12,"2023",5,12,19,"FXD JET 100","VENTES DIRECTES",100
"13",2023-05-13,"2023",5,13,19,"FXD JET 100","VENTES DIRECTES",100
"14",2023-05-14,"2023",5,14,20,"FXD JET 100","VENTES DIRECTES",99
"15",2023-05-15,"2023",5,15,20,"FXD JET 100","VENTES DIRECTES",100
"16",2023-05-16,"2023",5,16,20,"FXD JET 100","VENTES DIRECTES",100
"17",2023-05-17,"2023",5,17,20,"FXD JET 100","VENTES DIRECTES",101
"18",2023-05-18,"2023",5,18,20,"FXD JET 100","VENTES DIRECTES",102
"19",2023-05-19,"2023",5,19,20,"FXD JET 100","VENTES DIRECTES",100
"20",2023-05-20,"2023",5,20,20,"FXD JET 100","VENTES DIRECTES",100
"21",2023-05-21,"2023",5,21,21,"FXD JET 100","VENTES DIRECTES",99
"22",2023-05-22,"2023",5,22,21,"FXD JET 100","VENTES DIRECTES",100
"23",2023-05-23,"2023",5,23,21,"FXD JET 100","VENTES DIRECTES",100
"24",2023-05-24,"2023",5,24,21,"FXD JET 100","VENTES DIRECTES",100
"25",2023-05-25,"2023",5,25,21,"FXD JET 100","VENTES DIRECTES",100
"26",2023-05-26,"2023",5,26,21,"FXD JET 100","VENTES DIRECTES",100
"27",2023-05-27,"2023",5,27,21,"FXD JET 100","VENTES DIRECTES",100
"28",2023-05-28,"2023",5,28,22,"FXD JET 100","VENTES DIRECTES",99
"29",2023-05-29,"2023",5,29,22,"FXD JET 100","VENTES DIRECTES",99
"30",2023-05-30,"2023",5,30,22,"FXD JET 100","VENTES DIRECTES",100
"31",2023-05-31,"2023",5,31,22,"FXD JET 100","VENTES DIRECTES",99
