"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2021-02-01,"2021",2,1,5,"FXD JET 100","VENTES DIRECTES",75
"2",2021-02-02,"2021",2,2,5,"FXD JET 100","VENTES DIRECTES",74
"3",2021-02-03,"2021",2,3,5,"FXD JET 100","VENTES DIRECTES",75
"4",2021-02-04,"2021",2,4,5,"FXD JET 100","VENTES DIRECTES",73
"5",2021-02-05,"2021",2,5,6,"FXD JET 100","VENTES DIRECTES",73
"6",2021-02-06,"2021",2,6,6,"FXD JET 100","VENTES DIRECTES",72
"7",2021-02-07,"2021",2,7,6,"FXD JET 100","VENTES DIRECTES",74
"8",2021-02-08,"2021",2,8,6,"FXD JET 100","VENTES DIRECTES",74
"9",2021-02-09,"2021",2,9,6,"FXD JET 100","VENTES DIRECTES",76
"10",2021-02-10,"2021",2,10,6,"FXD JET 100","VENTES DIRECTES",78
"11",2021-02-11,"2021",2,11,6,"FXD JET 100","VENTES DIRECTES",77
"12",2021-02-12,"2021",2,12,7,"FXD JET 100","VENTES DIRECTES",78
"13",2021-02-13,"2021",2,13,7,"FXD JET 100","VENTES DIRECTES",77
"14",2021-02-14,"2021",2,14,7,"FXD JET 100","VENTES DIRECTES",78
"15",2021-02-15,"2021",2,15,7,"FXD JET 100","VENTES DIRECTES",77
"16",2021-02-16,"2021",2,16,7,"FXD JET 100","VENTES DIRECTES",76
"17",2021-02-17,"2021",2,17,7,"FXD JET 100","VENTES DIRECTES",75
"18",2021-02-18,"2021",2,18,7,"FXD JET 100","VENTES DIRECTES",73
"19",2021-02-19,"2021",2,19,8,"FXD JET 100","VENTES DIRECTES",74
"20",2021-02-20,"2021",2,20,8,"FXD JET 100","VENTES DIRECTES",74
"21",2021-02-21,"2021",2,21,8,"FXD JET 100","VENTES DIRECTES",74
"22",2021-02-22,"2021",2,22,8,"FXD JET 100","VENTES DIRECTES",76
"23",2021-02-23,"2021",2,23,8,"FXD JET 100","VENTES DIRECTES",75
"24",2021-02-24,"2021",2,24,8,"FXD JET 100","VENTES DIRECTES",75
"25",2021-02-25,"2021",2,25,8,"FXD JET 100","VENTES DIRECTES",75
"26",2021-02-26,"2021",2,26,9,"FXD JET 100","VENTES DIRECTES",74
"27",2021-02-27,"2021",2,27,9,"FXD JET 100","VENTES DIRECTES",75
"28",2021-02-28,"2021",2,28,9,"FXD JET 100","VENTES DIRECTES",77
