"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2021-06-01,"2021",6,1,22,"FXD JET 100","VENTES DIRECTES",73
"2",2021-06-02,"2021",6,2,22,"FXD JET 100","VENTES DIRECTES",74
"3",2021-06-03,"2021",6,3,22,"FXD JET 100","VENTES DIRECTES",74
"4",2021-06-04,"2021",6,4,23,"FXD JET 100","VENTES DIRECTES",74
"5",2021-06-05,"2021",6,5,23,"FXD JET 100","VENTES DIRECTES",74
"6",2021-06-06,"2021",6,6,23,"FXD JET 100","VENTES DIRECTES",72
"7",2021-06-07,"2021",6,7,23,"FXD JET 100","VENTES DIRECTES",72
"8",2021-06-08,"2021",6,8,23,"FXD JET 100","VENTES DIRECTES",71
"9",2021-06-09,"2021",6,9,23,"FXD JET 100","VENTES DIRECTES",72
"10",2021-06-10,"2021",6,10,23,"FXD JET 100","VENTES DIRECTES",72
"11",2021-06-11,"2021",6,11,24,"FXD JET 100","VENTES DIRECTES",71
"12",2021-06-12,"2021",6,12,24,"FXD JET 100","VENTES DIRECTES",72
"13",2021-06-13,"2021",6,13,24,"FXD JET 100","VENTES DIRECTES",73
"14",2021-06-14,"2021",6,14,24,"FXD JET 100","VENTES DIRECTES",73
"15",2021-06-15,"2021",6,15,24,"FXD JET 100","VENTES DIRECTES",72
"16",2021-06-16,"2021",6,16,24,"FXD JET 100","VENTES DIRECTES",73
"17",2021-06-17,"2021",6,17,24,"FXD JET 100","VENTES DIRECTES",74
"18",2021-06-18,"2021",6,18,25,"FXD JET 100","VENTES DIRECTES",73
"19",2021-06-19,"2021",6,19,25,"FXD JET 100","VENTES DIRECTES",72
"20",2021-06-20,"2021",6,20,25,"FXD JET 100","VENTES DIRECTES",72
"21",2021-06-21,"2021",6,21,25,"FXD JET 100","VENTES DIRECTES",71
"22",2021-06-22,"2021",6,22,25,"FXD JET 100","VENTES DIRECTES",71
"23",2021-06-23,"2021",6,23,25,"FXD JET 100","VENTES DIRECTES",72
"24",2021-06-24,"2021",6,24,25,"FXD JET 100","VENTES DIRECTES",72
"25",2021-06-25,"2021",6,25,26,"FXD JET 100","VENTES DIRECTES",72
"26",2021-06-26,"2021",6,26,26,"FXD JET 100","VENTES DIRECTES",71
"27",2021-06-27,"2021",6,27,26,"FXD JET 100","VENTES DIRECTES",70
"28",2021-06-28,"2021",6,28,26,"FXD JET 100","VENTES DIRECTES",71
"29",2021-06-29,"2021",6,29,26,"FXD JET 100","VENTES DIRECTES",69
"30",2021-06-30,"2021",6,30,26,"FXD JET 100","VENTES DIRECTES",70
