"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2022-06-01,"2022",6,1,22,"FXD JET 100","VENTES DIRECTES",67
"2",2022-06-02,"2022",6,2,22,"FXD JET 100","VENTES DIRECTES",68
"3",2022-06-03,"2022",6,3,22,"FXD JET 100","VENTES DIRECTES",68
"4",2022-06-04,"2022",6,4,23,"FXD JET 100","VENTES DIRECTES",68
"5",2022-06-05,"2022",6,5,23,"FXD JET 100","VENTES DIRECTES",69
"6",2022-06-06,"2022",6,6,23,"FXD JET 100","VENTES DIRECTES",69
"7",2022-06-07,"2022",6,7,23,"FXD JET 100","VENTES DIRECTES",69
"8",2022-06-08,"2022",6,8,23,"FXD JET 100","VENTES DIRECTES",67
"9",2022-06-09,"2022",6,9,23,"FXD JET 100","VENTES DIRECTES",67
"10",2022-06-10,"2022",6,10,23,"FXD JET 100","VENTES DIRECTES",66
"11",2022-06-11,"2022",6,11,24,"FXD JET 100","VENTES DIRECTES",65
"12",2022-06-12,"2022",6,12,24,"FXD JET 100","VENTES DIRECTES",65
"13",2022-06-13,"2022",6,13,24,"FXD JET 100","VENTES DIRECTES",65
"14",2022-06-14,"2022",6,14,24,"FXD JET 100","VENTES DIRECTES",66
"15",2022-06-15,"2022",6,15,24,"FXD JET 100","VENTES DIRECTES",66
"16",2022-06-16,"2022",6,16,24,"FXD JET 100","VENTES DIRECTES",66
"17",2022-06-17,"2022",6,17,24,"FXD JET 100","VENTES DIRECTES",65
"18",2022-06-18,"2022",6,18,25,"FXD JET 100","VENTES DIRECTES",64
"19",2022-06-19,"2022",6,19,25,"FXD JET 100","VENTES DIRECTES",63
"20",2022-06-20,"2022",6,20,25,"FXD JET 100","VENTES DIRECTES",64
"21",2022-06-21,"2022",6,21,25,"FXD JET 100","VENTES DIRECTES",66
"22",2022-06-22,"2022",6,22,25,"FXD JET 100","VENTES DIRECTES",64
"23",2022-06-23,"2022",6,23,25,"FXD JET 100","VENTES DIRECTES",64
"24",2022-06-24,"2022",6,24,25,"FXD JET 100","VENTES DIRECTES",65
"25",2022-06-25,"2022",6,25,26,"FXD JET 100","VENTES DIRECTES",66
"26",2022-06-26,"2022",6,26,26,"FXD JET 100","VENTES DIRECTES",65
"27",2022-06-27,"2022",6,27,26,"FXD JET 100","VENTES DIRECTES",65
"28",2022-06-28,"2022",6,28,26,"FXD JET 100","VENTES DIRECTES",67
"29",2022-06-29,"2022",6,29,26,"FXD JET 100","VENTES DIRECTES",68
"30",2022-06-30,"2022",6,30,26,"FXD JET 100","VENTES DIRECTES",71
