"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2022-10-01,"2022",10,1,40,"FXD JET 100","VENTES DIRECTES",72
"2",2022-10-02,"2022",10,2,40,"FXD JET 100","VENTES DIRECTES",72
"3",2022-10-03,"2022",10,3,40,"FXD JET 100","VENTES DIRECTES",73
"4",2022-10-04,"2022",10,4,40,"FXD JET 100","VENTES DIRECTES",74
"5",2022-10-05,"2022",10,5,40,"FXD JET 100","VENTES DIRECTES",73
"6",2022-10-06,"2022",10,6,40,"FXD JET 100","VENTES DIRECTES",72
"7",2022-10-07,"2022",10,7,40,"FXD JET 100","VENTES DIRECTES",72
"8",2022-10-08,"2022",10,8,41,"FXD JET 100","VENTES DIRECTES",72
"9",2022-10-09,"2022",10,9,41,"FXD JET 100","VENTES DIRECTES",70
"10",2022-10-10,"2022",10,10,41,"FXD JET 100","VENTES DIRECTES",71
"11",2022-10-11,"2022",10,11,41,"FXD JET 100","VENTES DIRECTES",71
"12",2022-10-12,"2022",10,12,41,"FXD JET 100","VENTES DIRECTES",72
"13",2022-10-13,"2022",10,13,41,"FXD JET 100","VENTES DIRECTES",72
"14",2022-10-14,"2022",10,14,41,"FXD JET 100","VENTES DIRECTES",72
"15",2022-10-15,"2022",10,15,42,"FXD JET 100","VENTES DIRECTES",72
"16",2022-10-16,"2022",10,16,42,"FXD JET 100","VENTES DIRECTES",71
"17",2022-10-17,"2022",10,17,42,"FXD JET 100","VENTES DIRECTES",70
"18",2022-10-18,"2022",10,18,42,"FXD JET 100","VENTES DIRECTES",69
"19",2022-10-19,"2022",10,19,42,"FXD JET 100","VENTES DIRECTES",68
"20",2022-10-20,"2022",10,20,42,"FXD JET 100","VENTES DIRECTES",67
"21",2022-10-21,"2022",10,21,42,"FXD JET 100","VENTES DIRECTES",67
"22",2022-10-22,"2022",10,22,43,"FXD JET 100","VENTES DIRECTES",67
"23",2022-10-23,"2022",10,23,43,"FXD JET 100","VENTES DIRECTES",68
"24",2022-10-24,"2022",10,24,43,"FXD JET 100","VENTES DIRECTES",68
"25",2022-10-25,"2022",10,25,43,"FXD JET 100","VENTES DIRECTES",66
"26",2022-10-26,"2022",10,26,43,"FXD JET 100","VENTES DIRECTES",68
"27",2022-10-27,"2022",10,27,43,"FXD JET 100","VENTES DIRECTES",67
"28",2022-10-28,"2022",10,28,43,"FXD JET 100","VENTES DIRECTES",68
"29",2022-10-29,"2022",10,29,44,"FXD JET 100","VENTES DIRECTES",68
"30",2022-10-30,"2022",10,30,44,"FXD JET 100","VENTES DIRECTES",68
"31",2022-10-31,"2022",10,31,44,"FXD JET 100","VENTES DIRECTES",67
