"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2024-09-01,"2024",9,1,35,"FXD JET 100","VENTES DIRECTES",96
"2",2024-09-02,"2024",9,2,36,"FXD JET 100","VENTES DIRECTES",96
"3",2024-09-03,"2024",9,3,36,"FXD JET 100","VENTES DIRECTES",97
"4",2024-09-04,"2024",9,4,36,"FXD JET 100","VENTES DIRECTES",97
"5",2024-09-05,"2024",9,5,36,"FXD JET 100","VENTES DIRECTES",98
"6",2024-09-06,"2024",9,6,36,"FXD JET 100","VENTES DIRECTES",97
"7",2024-09-07,"2024",9,7,36,"FXD JET 100","VENTES DIRECTES",98
"8",2024-09-08,"2024",9,8,36,"FXD JET 100","VENTES DIRECTES",98
"9",2024-09-09,"2024",9,9,37,"FXD JET 100","VENTES DIRECTES",98
"10",2024-09-10,"2024",9,10,37,"FXD JET 100","VENTES DIRECTES",99
"11",2024-09-11,"2024",9,11,37,"FXD JET 100","VENTES DIRECTES",100
"12",2024-09-12,"2024",9,12,37,"FXD JET 100","VENTES DIRECTES",100
"13",2024-09-13,"2024",9,13,37,"FXD JET 100","VENTES DIRECTES",101
"14",2024-09-14,"2024",9,14,37,"FXD JET 100","VENTES DIRECTES",101
"15",2024-09-15,"2024",9,15,37,"FXD JET 100","VENTES DIRECTES",102
"16",2024-09-16,"2024",9,16,38,"FXD JET 100","VENTES DIRECTES",101
"17",2024-09-17,"2024",9,17,38,"FXD JET 100","VENTES DIRECTES",102
"18",2024-09-18,"2024",9,18,38,"FXD JET 100","VENTES DIRECTES",105
"19",2024-09-19,"2024",9,19,38,"FXD JET 100","VENTES DIRECTES",106
"20",2024-09-20,"2024",9,20,38,"FXD JET 100","VENTES DIRECTES",107
"21",2024-09-21,"2024",9,21,38,"FXD JET 100","VENTES DIRECTES",107
"22",2024-09-22,"2024",9,22,38,"FXD JET 100","VENTES DIRECTES",108
"23",2024-09-23,"2024",9,23,39,"FXD JET 100","VENTES DIRECTES",109
"24",2024-09-24,"2024",9,24,39,"FXD JET 100","VENTES DIRECTES",109
"25",2024-09-25,"2024",9,25,39,"FXD JET 100","VENTES DIRECTES",111
"26",2024-09-26,"2024",9,26,39,"FXD JET 100","VENTES DIRECTES",112
"27",2024-09-27,"2024",9,27,39,"FXD JET 100","VENTES DIRECTES",112
"28",2024-09-28,"2024",9,28,39,"FXD JET 100","VENTES DIRECTES",112
"29",2024-09-29,"2024",9,29,39,"FXD JET 100","VENTES DIRECTES",112
"30",2024-09-30,"2024",9,30,40,"FXD JET 100","VENTES DIRECTES",112
