"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2024-03-01,"2024",3,1,9,"FXD JET 100","VENTES DIRECTES",103
"2",2024-03-02,"2024",3,2,9,"FXD JET 100","VENTES DIRECTES",103
"3",2024-03-03,"2024",3,3,9,"FXD JET 100","VENTES DIRECTES",104
"4",2024-03-04,"2024",3,4,10,"FXD JET 100","VENTES DIRECTES",104
"5",2024-03-05,"2024",3,5,10,"FXD JET 100","VENTES DIRECTES",105
"6",2024-03-06,"2024",3,6,10,"FXD JET 100","VENTES DIRECTES",106
"7",2024-03-07,"2024",3,7,10,"FXD JET 100","VENTES DIRECTES",106
"8",2024-03-08,"2024",3,8,10,"FXD JET 100","VENTES DIRECTES",107
"9",2024-03-09,"2024",3,9,10,"FXD JET 100","VENTES DIRECTES",108
"10",2024-03-10,"2024",3,10,10,"FXD JET 100","VENTES DIRECTES",108
"11",2024-03-11,"2024",3,11,11,"FXD JET 100","VENTES DIRECTES",109
"12",2024-03-12,"2024",3,12,11,"FXD JET 100","VENTES DIRECTES",107
"13",2024-03-13,"2024",3,13,11,"FXD JET 100","VENTES DIRECTES",109
"14",2024-03-14,"2024",3,14,11,"FXD JET 100","VENTES DIRECTES",107
"15",2024-03-15,"2024",3,15,11,"FXD JET 100","VENTES DIRECTES",107
"16",2024-03-16,"2024",3,16,11,"FXD JET 100","VENTES DIRECTES",107
"17",2024-03-17,"2024",3,17,11,"FXD JET 100","VENTES DIRECTES",106
"18",2024-03-18,"2024",3,18,12,"FXD JET 100","VENTES DIRECTES",107
"19",2024-03-19,"2024",3,19,12,"FXD JET 100","VENTES DIRECTES",105
"20",2024-03-20,"2024",3,20,12,"FXD JET 100","VENTES DIRECTES",106
"21",2024-03-21,"2024",3,21,12,"FXD JET 100","VENTES DIRECTES",106
"22",2024-03-22,"2024",3,22,12,"FXD JET 100","VENTES DIRECTES",107
"23",2024-03-23,"2024",3,23,12,"FXD JET 100","VENTES DIRECTES",107
"24",2024-03-24,"2024",3,24,12,"FXD JET 100","VENTES DIRECTES",107
"25",2024-03-25,"2024",3,25,13,"FXD JET 100","VENTES DIRECTES",106
"26",2024-03-26,"2024",3,26,13,"FXD JET 100","VENTES DIRECTES",107
"27",2024-03-27,"2024",3,27,13,"FXD JET 100","VENTES DIRECTES",107
"28",2024-03-28,"2024",3,28,13,"FXD JET 100","VENTES DIRECTES",107
"29",2024-03-29,"2024",3,29,13,"FXD JET 100","VENTES DIRECTES",105
"30",2024-03-30,"2024",3,30,13,"FXD JET 100","VENTES DIRECTES",105
"31",2024-03-31,"2024",3,31,13,"FXD JET 100","VENTES DIRECTES",104
