"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2021-05-01,"2021",5,1,18,"FXD JET 100","VENTES DIRECTES",80
"2",2021-05-02,"2021",5,2,18,"FXD JET 100","VENTES DIRECTES",78
"3",2021-05-03,"2021",5,3,18,"FXD JET 100","VENTES DIRECTES",77
"4",2021-05-04,"2021",5,4,18,"FXD JET 100","VENTES DIRECTES",78
"5",2021-05-05,"2021",5,5,18,"FXD JET 100","VENTES DIRECTES",79
"6",2021-05-06,"2021",5,6,18,"FXD JET 100","VENTES DIRECTES",79
"7",2021-05-07,"2021",5,7,19,"FXD JET 100","VENTES DIRECTES",77
"8",2021-05-08,"2021",5,8,19,"FXD JET 100","VENTES DIRECTES",78
"9",2021-05-09,"2021",5,9,19,"FXD JET 100","VENTES DIRECTES",76
"10",2021-05-10,"2021",5,10,19,"FXD JET 100","VENTES DIRECTES",75
"11",2021-05-11,"2021",5,11,19,"FXD JET 100","VENTES DIRECTES",75
"12",2021-05-12,"2021",5,12,19,"FXD JET 100","VENTES DIRECTES",73
"13",2021-05-13,"2021",5,13,19,"FXD JET 100","VENTES DIRECTES",73
"14",2021-05-14,"2021",5,14,20,"FXD JET 100","VENTES DIRECTES",73
"15",2021-05-15,"2021",5,15,20,"FXD JET 100","VENTES DIRECTES",72
"16",2021-05-16,"2021",5,16,20,"FXD JET 100","VENTES DIRECTES",73
"17",2021-05-17,"2021",5,17,20,"FXD JET 100","VENTES DIRECTES",74
"18",2021-05-18,"2021",5,18,20,"FXD JET 100","VENTES DIRECTES",74
"19",2021-05-19,"2021",5,19,20,"FXD JET 100","VENTES DIRECTES",73
"20",2021-05-20,"2021",5,20,20,"FXD JET 100","VENTES DIRECTES",73
"21",2021-05-21,"2021",5,21,21,"FXD JET 100","VENTES DIRECTES",72
"22",2021-05-22,"2021",5,22,21,"FXD JET 100","VENTES DIRECTES",73
"23",2021-05-23,"2021",5,23,21,"FXD JET 100","VENTES DIRECTES",74
"24",2021-05-24,"2021",5,24,21,"FXD JET 100","VENTES DIRECTES",72
"25",2021-05-25,"2021",5,25,21,"FXD JET 100","VENTES DIRECTES",73
"26",2021-05-26,"2021",5,26,21,"FXD JET 100","VENTES DIRECTES",71
"27",2021-05-27,"2021",5,27,21,"FXD JET 100","VENTES DIRECTES",72
"28",2021-05-28,"2021",5,28,22,"FXD JET 100","VENTES DIRECTES",73
"29",2021-05-29,"2021",5,29,22,"FXD JET 100","VENTES DIRECTES",72
"30",2021-05-30,"2021",5,30,22,"FXD JET 100","VENTES DIRECTES",72
"31",2021-05-31,"2021",5,31,22,"FXD JET 100","VENTES DIRECTES",72
