"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2022-03-01,"2022",3,1,9,"FXD JET 100","VENTES DIRECTES",73
"2",2022-03-02,"2022",3,2,9,"FXD JET 100","VENTES DIRECTES",74
"3",2022-03-03,"2022",3,3,9,"FXD JET 100","VENTES DIRECTES",74
"4",2022-03-04,"2022",3,4,9,"FXD JET 100","VENTES DIRECTES",74
"5",2022-03-05,"2022",3,5,10,"FXD JET 100","VENTES DIRECTES",74
"6",2022-03-06,"2022",3,6,10,"FXD JET 100","VENTES DIRECTES",75
"7",2022-03-07,"2022",3,7,10,"FXD JET 100","VENTES DIRECTES",74
"8",2022-03-08,"2022",3,8,10,"FXD JET 100","VENTES DIRECTES",72
"9",2022-03-09,"2022",3,9,10,"FXD JET 100","VENTES DIRECTES",71
"10",2022-03-10,"2022",3,10,10,"FXD JET 100","VENTES DIRECTES",71
"11",2022-03-11,"2022",3,11,10,"FXD JET 100","VENTES DIRECTES",70
"12",2022-03-12,"2022",3,12,11,"FXD JET 100","VENTES DIRECTES",68
"13",2022-03-13,"2022",3,13,11,"FXD JET 100","VENTES DIRECTES",68
"14",2022-03-14,"2022",3,14,11,"FXD JET 100","VENTES DIRECTES",71
"15",2022-03-15,"2022",3,15,11,"FXD JET 100","VENTES DIRECTES",72
"16",2022-03-16,"2022",3,16,11,"FXD JET 100","VENTES DIRECTES",72
"17",2022-03-17,"2022",3,17,11,"FXD JET 100","VENTES DIRECTES",72
"18",2022-03-18,"2022",3,18,11,"FXD JET 100","VENTES DIRECTES",71
"19",2022-03-19,"2022",3,19,12,"FXD JET 100","VENTES DIRECTES",70
"20",2022-03-20,"2022",3,20,12,"FXD JET 100","VENTES DIRECTES",71
"21",2022-03-21,"2022",3,21,12,"FXD JET 100","VENTES DIRECTES",73
"22",2022-03-22,"2022",3,22,12,"FXD JET 100","VENTES DIRECTES",72
"23",2022-03-23,"2022",3,23,12,"FXD JET 100","VENTES DIRECTES",73
"24",2022-03-24,"2022",3,24,12,"FXD JET 100","VENTES DIRECTES",73
"25",2022-03-25,"2022",3,25,12,"FXD JET 100","VENTES DIRECTES",74
"26",2022-03-26,"2022",3,26,13,"FXD JET 100","VENTES DIRECTES",75
"27",2022-03-27,"2022",3,27,13,"FXD JET 100","VENTES DIRECTES",75
"28",2022-03-28,"2022",3,28,13,"FXD JET 100","VENTES DIRECTES",77
"29",2022-03-29,"2022",3,29,13,"FXD JET 100","VENTES DIRECTES",76
"30",2022-03-30,"2022",3,30,13,"FXD JET 100","VENTES DIRECTES",76
"31",2022-03-31,"2022",3,31,13,"FXD JET 100","VENTES DIRECTES",77
