"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2022-11-01,"2022",11,1,44,"FXD JET 100","VENTES DIRECTES",67
"2",2022-11-02,"2022",11,2,44,"FXD JET 100","VENTES DIRECTES",65
"3",2022-11-03,"2022",11,3,44,"FXD JET 100","VENTES DIRECTES",65
"4",2022-11-04,"2022",11,4,44,"FXD JET 100","VENTES DIRECTES",64
"5",2022-11-05,"2022",11,5,45,"FXD JET 100","VENTES DIRECTES",62
"6",2022-11-06,"2022",11,6,45,"FXD JET 100","VENTES DIRECTES",63
"7",2022-11-07,"2022",11,7,45,"FXD JET 100","VENTES DIRECTES",62
"8",2022-11-08,"2022",11,8,45,"FXD JET 100","VENTES DIRECTES",61
"9",2022-11-09,"2022",11,9,45,"FXD JET 100","VENTES DIRECTES",62
"10",2022-11-10,"2022",11,10,45,"FXD JET 100","VENTES DIRECTES",60
"11",2022-11-11,"2022",11,11,45,"FXD JET 100","VENTES DIRECTES",60
"12",2022-11-12,"2022",11,12,46,"FXD JET 100","VENTES DIRECTES",59
"13",2022-11-13,"2022",11,13,46,"FXD JET 100","VENTES DIRECTES",57
"14",2022-11-14,"2022",11,14,46,"FXD JET 100","VENTES DIRECTES",59
"15",2022-11-15,"2022",11,15,46,"FXD JET 100","VENTES DIRECTES",59
"16",2022-11-16,"2022",11,16,46,"FXD JET 100","VENTES DIRECTES",60
"17",2022-11-17,"2022",11,17,46,"FXD JET 100","VENTES DIRECTES",60
"18",2022-11-18,"2022",11,18,46,"FXD JET 100","VENTES DIRECTES",60
"19",2022-11-19,"2022",11,19,47,"FXD JET 100","VENTES DIRECTES",60
"20",2022-11-20,"2022",11,20,47,"FXD JET 100","VENTES DIRECTES",60
"21",2022-11-21,"2022",11,21,47,"FXD JET 100","VENTES DIRECTES",59
"22",2022-11-22,"2022",11,22,47,"FXD JET 100","VENTES DIRECTES",61
"23",2022-11-23,"2022",11,23,47,"FXD JET 100","VENTES DIRECTES",62
"24",2022-11-24,"2022",11,24,47,"FXD JET 100","VENTES DIRECTES",63
"25",2022-11-25,"2022",11,25,47,"FXD JET 100","VENTES DIRECTES",63
"26",2022-11-26,"2022",11,26,48,"FXD JET 100","VENTES DIRECTES",62
"27",2022-11-27,"2022",11,27,48,"FXD JET 100","VENTES DIRECTES",62
"28",2022-11-28,"2022",11,28,48,"FXD JET 100","VENTES DIRECTES",61
"29",2022-11-29,"2022",11,29,48,"FXD JET 100","VENTES DIRECTES",61
"30",2022-11-30,"2022",11,30,48,"FXD JET 100","VENTES DIRECTES",61
