"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2023-07-01,"2023",7,1,26,"FXD JET 100","VENTES DIRECTES",99
"2",2023-07-02,"2023",7,2,27,"FXD JET 100","VENTES DIRECTES",101
"3",2023-07-03,"2023",7,3,27,"FXD JET 100","VENTES DIRECTES",100
"4",2023-07-04,"2023",7,4,27,"FXD JET 100","VENTES DIRECTES",100
"5",2023-07-05,"2023",7,5,27,"FXD JET 100","VENTES DIRECTES",100
"6",2023-07-06,"2023",7,6,27,"FXD JET 100","VENTES DIRECTES",100
"7",2023-07-07,"2023",7,7,27,"FXD JET 100","VENTES DIRECTES",100
"8",2023-07-08,"2023",7,8,27,"FXD JET 100","VENTES DIRECTES",100
"9",2023-07-09,"2023",7,9,28,"FXD JET 100","VENTES DIRECTES",101
"10",2023-07-10,"2023",7,10,28,"FXD JET 100","VENTES DIRECTES",100
"11",2023-07-11,"2023",7,11,28,"FXD JET 100","VENTES DIRECTES",101
"12",2023-07-12,"2023",7,12,28,"FXD JET 100","VENTES DIRECTES",100
"13",2023-07-13,"2023",7,13,28,"FXD JET 100","VENTES DIRECTES",102
"14",2023-07-14,"2023",7,14,28,"FXD JET 100","VENTES DIRECTES",101
"15",2023-07-15,"2023",7,15,28,"FXD JET 100","VENTES DIRECTES",100
"16",2023-07-16,"2023",7,16,29,"FXD JET 100","VENTES DIRECTES",100
"17",2023-07-17,"2023",7,17,29,"FXD JET 100","VENTES DIRECTES",101
"18",2023-07-18,"2023",7,18,29,"FXD JET 100","VENTES DIRECTES",100
"19",2023-07-19,"2023",7,19,29,"FXD JET 100","VENTES DIRECTES",100
"20",2023-07-20,"2023",7,20,29,"FXD JET 100","VENTES DIRECTES",100
"21",2023-07-21,"2023",7,21,29,"FXD JET 100","VENTES DIRECTES",101
"22",2023-07-22,"2023",7,22,29,"FXD JET 100","VENTES DIRECTES",102
"23",2023-07-23,"2023",7,23,30,"FXD JET 100","VENTES DIRECTES",102
"24",2023-07-24,"2023",7,24,30,"FXD JET 100","VENTES DIRECTES",102
"25",2023-07-25,"2023",7,25,30,"FXD JET 100","VENTES DIRECTES",102
"26",2023-07-26,"2023",7,26,30,"FXD JET 100","VENTES DIRECTES",100
"27",2023-07-27,"2023",7,27,30,"FXD JET 100","VENTES DIRECTES",97
"28",2023-07-28,"2023",7,28,30,"FXD JET 100","VENTES DIRECTES",99
"29",2023-07-29,"2023",7,29,30,"FXD JET 100","VENTES DIRECTES",97
"30",2023-07-30,"2023",7,30,31,"FXD JET 100","VENTES DIRECTES",98
"31",2023-07-31,"2023",7,31,31,"FXD JET 100","VENTES DIRECTES",99
