"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2020-04-01,"2020",4,1,14,"FXD JET 100","VENTES DIRECTES",105
"2",2020-04-02,"2020",4,2,14,"FXD JET 100","VENTES DIRECTES",105
"3",2020-04-03,"2020",4,3,14,"FXD JET 100","VENTES DIRECTES",104
"4",2020-04-04,"2020",4,4,14,"FXD JET 100","VENTES DIRECTES",104
"5",2020-04-05,"2020",4,5,14,"FXD JET 100","VENTES DIRECTES",104
"6",2020-04-06,"2020",4,6,14,"FXD JET 100","VENTES DIRECTES",104
"7",2020-04-07,"2020",4,7,14,"FXD JET 100","VENTES DIRECTES",105
"8",2020-04-08,"2020",4,8,15,"FXD JET 100","VENTES DIRECTES",106
"9",2020-04-09,"2020",4,9,15,"FXD JET 100","VENTES DIRECTES",107
"10",2020-04-10,"2020",4,10,15,"FXD JET 100","VENTES DIRECTES",106
"11",2020-04-11,"2020",4,11,15,"FXD JET 100","VENTES DIRECTES",106
"12",2020-04-12,"2020",4,12,15,"FXD JET 100","VENTES DIRECTES",106
"13",2020-04-13,"2020",4,13,15,"FXD JET 100","VENTES DIRECTES",107
"14",2020-04-14,"2020",4,14,15,"FXD JET 100","VENTES DIRECTES",106
"15",2020-04-15,"2020",4,15,16,"FXD JET 100","VENTES DIRECTES",105
"16",2020-04-16,"2020",4,16,16,"FXD JET 100","VENTES DIRECTES",105
"17",2020-04-17,"2020",4,17,16,"FXD JET 100","VENTES DIRECTES",107
"18",2020-04-18,"2020",4,18,16,"FXD JET 100","VENTES DIRECTES",107
"19",2020-04-19,"2020",4,19,16,"FXD JET 100","VENTES DIRECTES",108
"20",2020-04-20,"2020",4,20,16,"FXD JET 100","VENTES DIRECTES",107
"21",2020-04-21,"2020",4,21,16,"FXD JET 100","VENTES DIRECTES",106
"22",2020-04-22,"2020",4,22,17,"FXD JET 100","VENTES DIRECTES",104
"23",2020-04-23,"2020",4,23,17,"FXD JET 100","VENTES DIRECTES",104
"24",2020-04-24,"2020",4,24,17,"FXD JET 100","VENTES DIRECTES",105
"25",2020-04-25,"2020",4,25,17,"FXD JET 100","VENTES DIRECTES",107
"26",2020-04-26,"2020",4,26,17,"FXD JET 100","VENTES DIRECTES",107
"27",2020-04-27,"2020",4,27,17,"FXD JET 100","VENTES DIRECTES",107
"28",2020-04-28,"2020",4,28,17,"FXD JET 100","VENTES DIRECTES",107
"29",2020-04-29,"2020",4,29,18,"FXD JET 100","VENTES DIRECTES",106
"30",2020-04-30,"2020",4,30,18,"FXD JET 100","VENTES DIRECTES",104
