"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2024-02-01,"2024",2,1,5,"FXD JET 100","VENTES DIRECTES",98
"2",2024-02-02,"2024",2,2,5,"FXD JET 100","VENTES DIRECTES",99
"3",2024-02-03,"2024",2,3,5,"FXD JET 100","VENTES DIRECTES",99
"4",2024-02-04,"2024",2,4,5,"FXD JET 100","VENTES DIRECTES",100
"5",2024-02-05,"2024",2,5,6,"FXD JET 100","VENTES DIRECTES",100
"6",2024-02-06,"2024",2,6,6,"FXD JET 100","VENTES DIRECTES",100
"7",2024-02-07,"2024",2,7,6,"FXD JET 100","VENTES DIRECTES",101
"8",2024-02-08,"2024",2,8,6,"FXD JET 100","VENTES DIRECTES",100
"9",2024-02-09,"2024",2,9,6,"FXD JET 100","VENTES DIRECTES",100
"10",2024-02-10,"2024",2,10,6,"FXD JET 100","VENTES DIRECTES",100
"11",2024-02-11,"2024",2,11,6,"FXD JET 100","VENTES DIRECTES",101
"12",2024-02-12,"2024",2,12,7,"FXD JET 100","VENTES DIRECTES",102
"13",2024-02-13,"2024",2,13,7,"FXD JET 100","VENTES DIRECTES",100
"14",2024-02-14,"2024",2,14,7,"FXD JET 100","VENTES DIRECTES",100
"15",2024-02-15,"2024",2,15,7,"FXD JET 100","VENTES DIRECTES",101
"16",2024-02-16,"2024",2,16,7,"FXD JET 100","VENTES DIRECTES",101
"17",2024-02-17,"2024",2,17,7,"FXD JET 100","VENTES DIRECTES",100
"18",2024-02-18,"2024",2,18,7,"FXD JET 100","VENTES DIRECTES",100
"19",2024-02-19,"2024",2,19,8,"FXD JET 100","VENTES DIRECTES",100
"20",2024-02-20,"2024",2,20,8,"FXD JET 100","VENTES DIRECTES",100
"21",2024-02-21,"2024",2,21,8,"FXD JET 100","VENTES DIRECTES",100
"22",2024-02-22,"2024",2,22,8,"FXD JET 100","VENTES DIRECTES",100
"23",2024-02-23,"2024",2,23,8,"FXD JET 100","VENTES DIRECTES",100
"24",2024-02-24,"2024",2,24,8,"FXD JET 100","VENTES DIRECTES",101
"25",2024-02-25,"2024",2,25,8,"FXD JET 100","VENTES DIRECTES",100
"26",2024-02-26,"2024",2,26,9,"FXD JET 100","VENTES DIRECTES",100
"27",2024-02-27,"2024",2,27,9,"FXD JET 100","VENTES DIRECTES",100
"28",2024-02-28,"2024",2,28,9,"FXD JET 100","VENTES DIRECTES",100
"29",2024-02-29,"2024",2,29,9,"FXD JET 100","VENTES DIRECTES",101
