"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2023-04-01,"2023",4,1,13,"FXD JET 100","VENTES DIRECTES",55
"2",2023-04-02,"2023",4,2,14,"FXD JET 100","VENTES DIRECTES",56
"3",2023-04-03,"2023",4,3,14,"FXD JET 100","VENTES DIRECTES",58
"4",2023-04-04,"2023",4,4,14,"FXD JET 100","VENTES DIRECTES",58
"5",2023-04-05,"2023",4,5,14,"FXD JET 100","VENTES DIRECTES",60
"6",2023-04-06,"2023",4,6,14,"FXD JET 100","VENTES DIRECTES",60
"7",2023-04-07,"2023",4,7,14,"FXD JET 100","VENTES DIRECTES",62
"8",2023-04-08,"2023",4,8,14,"FXD JET 100","VENTES DIRECTES",63
"9",2023-04-09,"2023",4,9,15,"FXD JET 100","VENTES DIRECTES",64
"10",2023-04-10,"2023",4,10,15,"FXD JET 100","VENTES DIRECTES",64
"11",2023-04-11,"2023",4,11,15,"FXD JET 100","VENTES DIRECTES",64
"12",2023-04-12,"2023",4,12,15,"FXD JET 100","VENTES DIRECTES",64
"13",2023-04-13,"2023",4,13,15,"FXD JET 100","VENTES DIRECTES",64
"14",2023-04-14,"2023",4,14,15,"FXD JET 100","VENTES DIRECTES",63
"15",2023-04-15,"2023",4,15,15,"FXD JET 100","VENTES DIRECTES",64
"16",2023-04-16,"2023",4,16,16,"FXD JET 100","VENTES DIRECTES",63
"17",2023-04-17,"2023",4,17,16,"FXD JET 100","VENTES DIRECTES",64
"18",2023-04-18,"2023",4,18,16,"FXD JET 100","VENTES DIRECTES",66
"19",2023-04-19,"2023",4,19,16,"FXD JET 100","VENTES DIRECTES",66
"20",2023-04-20,"2023",4,20,16,"FXD JET 100","VENTES DIRECTES",65
"21",2023-04-21,"2023",4,21,16,"FXD JET 100","VENTES DIRECTES",66
"22",2023-04-22,"2023",4,22,16,"FXD JET 100","VENTES DIRECTES",64
"23",2023-04-23,"2023",4,23,17,"FXD JET 100","VENTES DIRECTES",65
"24",2023-04-24,"2023",4,24,17,"FXD JET 100","VENTES DIRECTES",64
"25",2023-04-25,"2023",4,25,17,"FXD JET 100","VENTES DIRECTES",66
"26",2023-04-26,"2023",4,26,17,"FXD JET 100","VENTES DIRECTES",65
"27",2023-04-27,"2023",4,27,17,"FXD JET 100","VENTES DIRECTES",65
"28",2023-04-28,"2023",4,28,17,"FXD JET 100","VENTES DIRECTES",65
"29",2023-04-29,"2023",4,29,17,"FXD JET 100","VENTES DIRECTES",65
"30",2023-04-30,"2023",4,30,18,"FXD JET 100","VENTES DIRECTES",66
