"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2020-02-01,"2020",2,1,5,"FXD JET 100","VENTES DIRECTES",109
"2",2020-02-02,"2020",2,2,5,"FXD JET 100","VENTES DIRECTES",107
"3",2020-02-03,"2020",2,3,5,"FXD JET 100","VENTES DIRECTES",107
"4",2020-02-04,"2020",2,4,5,"FXD JET 100","VENTES DIRECTES",108
"5",2020-02-05,"2020",2,5,6,"FXD JET 100","VENTES DIRECTES",106
"6",2020-02-06,"2020",2,6,6,"FXD JET 100","VENTES DIRECTES",107
"7",2020-02-07,"2020",2,7,6,"FXD JET 100","VENTES DIRECTES",107
"8",2020-02-08,"2020",2,8,6,"FXD JET 100","VENTES DIRECTES",107
"9",2020-02-09,"2020",2,9,6,"FXD JET 100","VENTES DIRECTES",107
"10",2020-02-10,"2020",2,10,6,"FXD JET 100","VENTES DIRECTES",106
"11",2020-02-11,"2020",2,11,6,"FXD JET 100","VENTES DIRECTES",105
"12",2020-02-12,"2020",2,12,7,"FXD JET 100","VENTES DIRECTES",104
"13",2020-02-13,"2020",2,13,7,"FXD JET 100","VENTES DIRECTES",104
"14",2020-02-14,"2020",2,14,7,"FXD JET 100","VENTES DIRECTES",102
"15",2020-02-15,"2020",2,15,7,"FXD JET 100","VENTES DIRECTES",103
"16",2020-02-16,"2020",2,16,7,"FXD JET 100","VENTES DIRECTES",104
"17",2020-02-17,"2020",2,17,7,"FXD JET 100","VENTES DIRECTES",104
"18",2020-02-18,"2020",2,18,7,"FXD JET 100","VENTES DIRECTES",105
"19",2020-02-19,"2020",2,19,8,"FXD JET 100","VENTES DIRECTES",105
"20",2020-02-20,"2020",2,20,8,"FXD JET 100","VENTES DIRECTES",105
"21",2020-02-21,"2020",2,21,8,"FXD JET 100","VENTES DIRECTES",106
"22",2020-02-22,"2020",2,22,8,"FXD JET 100","VENTES DIRECTES",106
"23",2020-02-23,"2020",2,23,8,"FXD JET 100","VENTES DIRECTES",106
"24",2020-02-24,"2020",2,24,8,"FXD JET 100","VENTES DIRECTES",107
"25",2020-02-25,"2020",2,25,8,"FXD JET 100","VENTES DIRECTES",107
"26",2020-02-26,"2020",2,26,9,"FXD JET 100","VENTES DIRECTES",107
"27",2020-02-27,"2020",2,27,9,"FXD JET 100","VENTES DIRECTES",106
"28",2020-02-28,"2020",2,28,9,"FXD JET 100","VENTES DIRECTES",106
"29",2020-02-29,"2020",2,29,9,"FXD JET 100","VENTES DIRECTES",106
