"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2024-08-01,"2024",8,1,31,"FXD JET 100","VENTES DIRECTES",102
"2",2024-08-02,"2024",8,2,31,"FXD JET 100","VENTES DIRECTES",103
"3",2024-08-03,"2024",8,3,31,"FXD JET 100","VENTES DIRECTES",101
"4",2024-08-04,"2024",8,4,31,"FXD JET 100","VENTES DIRECTES",101
"5",2024-08-05,"2024",8,5,32,"FXD JET 100","VENTES DIRECTES",100
"6",2024-08-06,"2024",8,6,32,"FXD JET 100","VENTES DIRECTES",99
"7",2024-08-07,"2024",8,7,32,"FXD JET 100","VENTES DIRECTES",100
"8",2024-08-08,"2024",8,8,32,"FXD JET 100","VENTES DIRECTES",100
"9",2024-08-09,"2024",8,9,32,"FXD JET 100","VENTES DIRECTES",99
"10",2024-08-10,"2024",8,10,32,"FXD JET 100","VENTES DIRECTES",100
"11",2024-08-11,"2024",8,11,32,"FXD JET 100","VENTES DIRECTES",100
"12",2024-08-12,"2024",8,12,33,"FXD JET 100","VENTES DIRECTES",101
"13",2024-08-13,"2024",8,13,33,"FXD JET 100","VENTES DIRECTES",101
"14",2024-08-14,"2024",8,14,33,"FXD JET 100","VENTES DIRECTES",101
"15",2024-08-15,"2024",8,15,33,"FXD JET 100","VENTES DIRECTES",100
"16",2024-08-16,"2024",8,16,33,"FXD JET 100","VENTES DIRECTES",100
"17",2024-08-17,"2024",8,17,33,"FXD JET 100","VENTES DIRECTES",100
"18",2024-08-18,"2024",8,18,33,"FXD JET 100","VENTES DIRECTES",100
"19",2024-08-19,"2024",8,19,34,"FXD JET 100","VENTES DIRECTES",101
"20",2024-08-20,"2024",8,20,34,"FXD JET 100","VENTES DIRECTES",101
"21",2024-08-21,"2024",8,21,34,"FXD JET 100","VENTES DIRECTES",101
"22",2024-08-22,"2024",8,22,34,"FXD JET 100","VENTES DIRECTES",103
"23",2024-08-23,"2024",8,23,34,"FXD JET 100","VENTES DIRECTES",100
"24",2024-08-24,"2024",8,24,34,"FXD JET 100","VENTES DIRECTES",98
"25",2024-08-25,"2024",8,25,34,"FXD JET 100","VENTES DIRECTES",99
"26",2024-08-26,"2024",8,26,35,"FXD JET 100","VENTES DIRECTES",98
"27",2024-08-27,"2024",8,27,35,"FXD JET 100","VENTES DIRECTES",99
"28",2024-08-28,"2024",8,28,35,"FXD JET 100","VENTES DIRECTES",99
"29",2024-08-29,"2024",8,29,35,"FXD JET 100","VENTES DIRECTES",99
"30",2024-08-30,"2024",8,30,35,"FXD JET 100","VENTES DIRECTES",96
"31",2024-08-31,"2024",8,31,35,"FXD JET 100","VENTES DIRECTES",95
