"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2023-01-01,"2023",1,1,1,"FXD JET 100","VENTES DIRECTES",60
"2",2023-01-02,"2023",1,2,1,"FXD JET 100","VENTES DIRECTES",59
"3",2023-01-03,"2023",1,3,1,"FXD JET 100","VENTES DIRECTES",59
"4",2023-01-04,"2023",1,4,1,"FXD JET 100","VENTES DIRECTES",58
"5",2023-01-05,"2023",1,5,1,"FXD JET 100","VENTES DIRECTES",58
"6",2023-01-06,"2023",1,6,1,"FXD JET 100","VENTES DIRECTES",57
"7",2023-01-07,"2023",1,7,1,"FXD JET 100","VENTES DIRECTES",57
"8",2023-01-08,"2023",1,8,2,"FXD JET 100","VENTES DIRECTES",56
"9",2023-01-09,"2023",1,9,2,"FXD JET 100","VENTES DIRECTES",55
"10",2023-01-10,"2023",1,10,2,"FXD JET 100","VENTES DIRECTES",54
"11",2023-01-11,"2023",1,11,2,"FXD JET 100","VENTES DIRECTES",52
"12",2023-01-12,"2023",1,12,2,"FXD JET 100","VENTES DIRECTES",51
"13",2023-01-13,"2023",1,13,2,"FXD JET 100","VENTES DIRECTES",51
"14",2023-01-14,"2023",1,14,2,"FXD JET 100","VENTES DIRECTES",51
"15",2023-01-15,"2023",1,15,3,"FXD JET 100","VENTES DIRECTES",51
"16",2023-01-16,"2023",1,16,3,"FXD JET 100","VENTES DIRECTES",50
"17",2023-01-17,"2023",1,17,3,"FXD JET 100","VENTES DIRECTES",50
"18",2023-01-18,"2023",1,18,3,"FXD JET 100","VENTES DIRECTES",50
"19",2023-01-19,"2023",1,19,3,"FXD JET 100","VENTES DIRECTES",51
"20",2023-01-20,"2023",1,20,3,"FXD JET 100","VENTES DIRECTES",51
"21",2023-01-21,"2023",1,21,3,"FXD JET 100","VENTES DIRECTES",52
"22",2023-01-22,"2023",1,22,4,"FXD JET 100","VENTES DIRECTES",53
"23",2023-01-23,"2023",1,23,4,"FXD JET 100","VENTES DIRECTES",53
"24",2023-01-24,"2023",1,24,4,"FXD JET 100","VENTES DIRECTES",54
"25",2023-01-25,"2023",1,25,4,"FXD JET 100","VENTES DIRECTES",53
"26",2023-01-26,"2023",1,26,4,"FXD JET 100","VENTES DIRECTES",50
"27",2023-01-27,"2023",1,27,4,"FXD JET 100","VENTES DIRECTES",50
"28",2023-01-28,"2023",1,28,4,"FXD JET 100","VENTES DIRECTES",51
"29",2023-01-29,"2023",1,29,5,"FXD JET 100","VENTES DIRECTES",51
"30",2023-01-30,"2023",1,30,5,"FXD JET 100","VENTES DIRECTES",52
"31",2023-01-31,"2023",1,31,5,"FXD JET 100","VENTES DIRECTES",51
