"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2020-05-01,"2020",5,1,18,"FXD JET 100","VENTES DIRECTES",104
"2",2020-05-02,"2020",5,2,18,"FXD JET 100","VENTES DIRECTES",105
"3",2020-05-03,"2020",5,3,18,"FXD JET 100","VENTES DIRECTES",105
"4",2020-05-04,"2020",5,4,18,"FXD JET 100","VENTES DIRECTES",105
"5",2020-05-05,"2020",5,5,18,"FXD JET 100","VENTES DIRECTES",104
"6",2020-05-06,"2020",5,6,19,"FXD JET 100","VENTES DIRECTES",103
"7",2020-05-07,"2020",5,7,19,"FXD JET 100","VENTES DIRECTES",102
"8",2020-05-08,"2020",5,8,19,"FXD JET 100","VENTES DIRECTES",102
"9",2020-05-09,"2020",5,9,19,"FXD JET 100","VENTES DIRECTES",102
"10",2020-05-10,"2020",5,10,19,"FXD JET 100","VENTES DIRECTES",101
"11",2020-05-11,"2020",5,11,19,"FXD JET 100","VENTES DIRECTES",101
"12",2020-05-12,"2020",5,12,19,"FXD JET 100","VENTES DIRECTES",102
"13",2020-05-13,"2020",5,13,20,"FXD JET 100","VENTES DIRECTES",103
"14",2020-05-14,"2020",5,14,20,"FXD JET 100","VENTES DIRECTES",102
"15",2020-05-15,"2020",5,15,20,"FXD JET 100","VENTES DIRECTES",103
"16",2020-05-16,"2020",5,16,20,"FXD JET 100","VENTES DIRECTES",101
"17",2020-05-17,"2020",5,17,20,"FXD JET 100","VENTES DIRECTES",100
"18",2020-05-18,"2020",5,18,20,"FXD JET 100","VENTES DIRECTES",100
"19",2020-05-19,"2020",5,19,20,"FXD JET 100","VENTES DIRECTES",100
"20",2020-05-20,"2020",5,20,21,"FXD JET 100","VENTES DIRECTES",99
"21",2020-05-21,"2020",5,21,21,"FXD JET 100","VENTES DIRECTES",98
"22",2020-05-22,"2020",5,22,21,"FXD JET 100","VENTES DIRECTES",97
"23",2020-05-23,"2020",5,23,21,"FXD JET 100","VENTES DIRECTES",96
"24",2020-05-24,"2020",5,24,21,"FXD JET 100","VENTES DIRECTES",97
"25",2020-05-25,"2020",5,25,21,"FXD JET 100","VENTES DIRECTES",97
"26",2020-05-26,"2020",5,26,21,"FXD JET 100","VENTES DIRECTES",96
"27",2020-05-27,"2020",5,27,22,"FXD JET 100","VENTES DIRECTES",94
"28",2020-05-28,"2020",5,28,22,"FXD JET 100","VENTES DIRECTES",93
"29",2020-05-29,"2020",5,29,22,"FXD JET 100","VENTES DIRECTES",94
"30",2020-05-30,"2020",5,30,22,"FXD JET 100","VENTES DIRECTES",93
"31",2020-05-31,"2020",5,31,22,"FXD JET 100","VENTES DIRECTES",94
