"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2023-02-01,"2023",2,1,5,"FXD JET 100","VENTES DIRECTES",51
"2",2023-02-02,"2023",2,2,5,"FXD JET 100","VENTES DIRECTES",50
"3",2023-02-03,"2023",2,3,5,"FXD JET 100","VENTES DIRECTES",50
"4",2023-02-04,"2023",2,4,5,"FXD JET 100","VENTES DIRECTES",51
"5",2023-02-05,"2023",2,5,6,"FXD JET 100","VENTES DIRECTES",50
"6",2023-02-06,"2023",2,6,6,"FXD JET 100","VENTES DIRECTES",50
"7",2023-02-07,"2023",2,7,6,"FXD JET 100","VENTES DIRECTES",51
"8",2023-02-08,"2023",2,8,6,"FXD JET 100","VENTES DIRECTES",50
"9",2023-02-09,"2023",2,9,6,"FXD JET 100","VENTES DIRECTES",50
"10",2023-02-10,"2023",2,10,6,"FXD JET 100","VENTES DIRECTES",50
"11",2023-02-11,"2023",2,11,6,"FXD JET 100","VENTES DIRECTES",51
"12",2023-02-12,"2023",2,12,7,"FXD JET 100","VENTES DIRECTES",50
"13",2023-02-13,"2023",2,13,7,"FXD JET 100","VENTES DIRECTES",50
"14",2023-02-14,"2023",2,14,7,"FXD JET 100","VENTES DIRECTES",51
"15",2023-02-15,"2023",2,15,7,"FXD JET 100","VENTES DIRECTES",48
"16",2023-02-16,"2023",2,16,7,"FXD JET 100","VENTES DIRECTES",48
"17",2023-02-17,"2023",2,17,7,"FXD JET 100","VENTES DIRECTES",48
"18",2023-02-18,"2023",2,18,7,"FXD JET 100","VENTES DIRECTES",49
"19",2023-02-19,"2023",2,19,8,"FXD JET 100","VENTES DIRECTES",48
"20",2023-02-20,"2023",2,20,8,"FXD JET 100","VENTES DIRECTES",48
"21",2023-02-21,"2023",2,21,8,"FXD JET 100","VENTES DIRECTES",48
"22",2023-02-22,"2023",2,22,8,"FXD JET 100","VENTES DIRECTES",47
"23",2023-02-23,"2023",2,23,8,"FXD JET 100","VENTES DIRECTES",47
"24",2023-02-24,"2023",2,24,8,"FXD JET 100","VENTES DIRECTES",47
"25",2023-02-25,"2023",2,25,8,"FXD JET 100","VENTES DIRECTES",48
"26",2023-02-26,"2023",2,26,9,"FXD JET 100","VENTES DIRECTES",47
"27",2023-02-27,"2023",2,27,9,"FXD JET 100","VENTES DIRECTES",49
"28",2023-02-28,"2023",2,28,9,"FXD JET 100","VENTES DIRECTES",49
