"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2023-03-01,"2023",3,1,9,"FXD JET 100","VENTES DIRECTES",51
"2",2023-03-02,"2023",3,2,9,"FXD JET 100","VENTES DIRECTES",51
"3",2023-03-03,"2023",3,3,9,"FXD JET 100","VENTES DIRECTES",50
"4",2023-03-04,"2023",3,4,9,"FXD JET 100","VENTES DIRECTES",51
"5",2023-03-05,"2023",3,5,10,"FXD JET 100","VENTES DIRECTES",51
"6",2023-03-06,"2023",3,6,10,"FXD JET 100","VENTES DIRECTES",52
"7",2023-03-07,"2023",3,7,10,"FXD JET 100","VENTES DIRECTES",51
"8",2023-03-08,"2023",3,8,10,"FXD JET 100","VENTES DIRECTES",51
"9",2023-03-09,"2023",3,9,10,"FXD JET 100","VENTES DIRECTES",49
"10",2023-03-10,"2023",3,10,10,"FXD JET 100","VENTES DIRECTES",50
"11",2023-03-11,"2023",3,11,10,"FXD JET 100","VENTES DIRECTES",50
"12",2023-03-12,"2023",3,12,11,"FXD JET 100","VENTES DIRECTES",51
"13",2023-03-13,"2023",3,13,11,"FXD JET 100","VENTES DIRECTES",51
"14",2023-03-14,"2023",3,14,11,"FXD JET 100","VENTES DIRECTES",51
"15",2023-03-15,"2023",3,15,11,"FXD JET 100","VENTES DIRECTES",50
"16",2023-03-16,"2023",3,16,11,"FXD JET 100","VENTES DIRECTES",50
"17",2023-03-17,"2023",3,17,11,"FXD JET 100","VENTES DIRECTES",49
"18",2023-03-18,"2023",3,18,11,"FXD JET 100","VENTES DIRECTES",49
"19",2023-03-19,"2023",3,19,12,"FXD JET 100","VENTES DIRECTES",48
"20",2023-03-20,"2023",3,20,12,"FXD JET 100","VENTES DIRECTES",48
"21",2023-03-21,"2023",3,21,12,"FXD JET 100","VENTES DIRECTES",49
"22",2023-03-22,"2023",3,22,12,"FXD JET 100","VENTES DIRECTES",50
"23",2023-03-23,"2023",3,23,12,"FXD JET 100","VENTES DIRECTES",50
"24",2023-03-24,"2023",3,24,12,"FXD JET 100","VENTES DIRECTES",50
"25",2023-03-25,"2023",3,25,12,"FXD JET 100","VENTES DIRECTES",52
"26",2023-03-26,"2023",3,26,13,"FXD JET 100","VENTES DIRECTES",51
"27",2023-03-27,"2023",3,27,13,"FXD JET 100","VENTES DIRECTES",51
"28",2023-03-28,"2023",3,28,13,"FXD JET 100","VENTES DIRECTES",53
"29",2023-03-29,"2023",3,29,13,"FXD JET 100","VENTES DIRECTES",53
"30",2023-03-30,"2023",3,30,13,"FXD JET 100","VENTES DIRECTES",55
"31",2023-03-31,"2023",3,31,13,"FXD JET 100","VENTES DIRECTES",55
