"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2022-02-01,"2022",2,1,5,"FXD JET 100","VENTES DIRECTES",71
"2",2022-02-02,"2022",2,2,5,"FXD JET 100","VENTES DIRECTES",72
"3",2022-02-03,"2022",2,3,5,"FXD JET 100","VENTES DIRECTES",73
"4",2022-02-04,"2022",2,4,5,"FXD JET 100","VENTES DIRECTES",73
"5",2022-02-05,"2022",2,5,6,"FXD JET 100","VENTES DIRECTES",73
"6",2022-02-06,"2022",2,6,6,"FXD JET 100","VENTES DIRECTES",75
"7",2022-02-07,"2022",2,7,6,"FXD JET 100","VENTES DIRECTES",74
"8",2022-02-08,"2022",2,8,6,"FXD JET 100","VENTES DIRECTES",73
"9",2022-02-09,"2022",2,9,6,"FXD JET 100","VENTES DIRECTES",74
"10",2022-02-10,"2022",2,10,6,"FXD JET 100","VENTES DIRECTES",74
"11",2022-02-11,"2022",2,11,6,"FXD JET 100","VENTES DIRECTES",73
"12",2022-02-12,"2022",2,12,7,"FXD JET 100","VENTES DIRECTES",71
"13",2022-02-13,"2022",2,13,7,"FXD JET 100","VENTES DIRECTES",71
"14",2022-02-14,"2022",2,14,7,"FXD JET 100","VENTES DIRECTES",72
"15",2022-02-15,"2022",2,15,7,"FXD JET 100","VENTES DIRECTES",70
"16",2022-02-16,"2022",2,16,7,"FXD JET 100","VENTES DIRECTES",71
"17",2022-02-17,"2022",2,17,7,"FXD JET 100","VENTES DIRECTES",70
"18",2022-02-18,"2022",2,18,7,"FXD JET 100","VENTES DIRECTES",70
"19",2022-02-19,"2022",2,19,8,"FXD JET 100","VENTES DIRECTES",71
"20",2022-02-20,"2022",2,20,8,"FXD JET 100","VENTES DIRECTES",72
"21",2022-02-21,"2022",2,21,8,"FXD JET 100","VENTES DIRECTES",70
"22",2022-02-22,"2022",2,22,8,"FXD JET 100","VENTES DIRECTES",70
"23",2022-02-23,"2022",2,23,8,"FXD JET 100","VENTES DIRECTES",71
"24",2022-02-24,"2022",2,24,8,"FXD JET 100","VENTES DIRECTES",71
"25",2022-02-25,"2022",2,25,8,"FXD JET 100","VENTES DIRECTES",71
"26",2022-02-26,"2022",2,26,9,"FXD JET 100","VENTES DIRECTES",73
"27",2022-02-27,"2022",2,27,9,"FXD JET 100","VENTES DIRECTES",73
"28",2022-02-28,"2022",2,28,9,"FXD JET 100","VENTES DIRECTES",76
