"","date","an","mois","jour","semaine","produit","type","nb_de_ventes"
"1",2024-07-01,"2024",7,1,27,"FXD JET 100","VENTES DIRECTES",107
"2",2024-07-02,"2024",7,2,27,"FXD JET 100","VENTES DIRECTES",107
"3",2024-07-03,"2024",7,3,27,"FXD JET 100","VENTES DIRECTES",107
"4",2024-07-04,"2024",7,4,27,"FXD JET 100","VENTES DIRECTES",107
"5",2024-07-05,"2024",7,5,27,"FXD JET 100","VENTES DIRECTES",106
"6",2024-07-06,"2024",7,6,27,"FXD JET 100","VENTES DIRECTES",105
"7",2024-07-07,"2024",7,7,27,"FXD JET 100","VENTES DIRECTES",107
"8",2024-07-08,"2024",7,8,28,"FXD JET 100","VENTES DIRECTES",107
"9",2024-07-09,"2024",7,9,28,"FXD JET 100","VENTES DIRECTES",109
"10",2024-07-10,"2024",7,10,28,"FXD JET 100","VENTES DIRECTES",109
"11",2024-07-11,"2024",7,11,28,"FXD JET 100","VENTES DIRECTES",109
"12",2024-07-12,"2024",7,12,28,"FXD JET 100","VENTES DIRECTES",109
"13",2024-07-13,"2024",7,13,28,"FXD JET 100","VENTES DIRECTES",107
"14",2024-07-14,"2024",7,14,28,"FXD JET 100","VENTES DIRECTES",106
"15",2024-07-15,"2024",7,15,29,"FXD JET 100","VENTES DIRECTES",105
"16",2024-07-16,"2024",7,16,29,"FXD JET 100","VENTES DIRECTES",104
"17",2024-07-17,"2024",7,17,29,"FXD JET 100","VENTES DIRECTES",103
"18",2024-07-18,"2024",7,18,29,"FXD JET 100","VENTES DIRECTES",102
"19",2024-07-19,"2024",7,19,29,"FXD JET 100","VENTES DIRECTES",104
"20",2024-07-20,"2024",7,20,29,"FXD JET 100","VENTES DIRECTES",106
"21",2024-07-21,"2024",7,21,29,"FXD JET 100","VENTES DIRECTES",105
"22",2024-07-22,"2024",7,22,30,"FXD JET 100","VENTES DIRECTES",105
"23",2024-07-23,"2024",7,23,30,"FXD JET 100","VENTES DIRECTES",104
"24",2024-07-24,"2024",7,24,30,"FXD JET 100","VENTES DIRECTES",103
"25",2024-07-25,"2024",7,25,30,"FXD JET 100","VENTES DIRECTES",102
"26",2024-07-26,"2024",7,26,30,"FXD JET 100","VENTES DIRECTES",101
"27",2024-07-27,"2024",7,27,30,"FXD JET 100","VENTES DIRECTES",101
"28",2024-07-28,"2024",7,28,30,"FXD JET 100","VENTES DIRECTES",102
"29",2024-07-29,"2024",7,29,31,"FXD JET 100","VENTES DIRECTES",102
"30",2024-07-30,"2024",7,30,31,"FXD JET 100","VENTES DIRECTES",102
"31",2024-07-31,"2024",7,31,31,"FXD JET 100","VENTES DIRECTES",103
